B9J08_003268	CJI97_003343
B9J08_005185	CJI97_005269
B9J08_002203	CJI97_001579
B9J08_001525	CJI97_001079
B9J08_003987	CJI97_004036
B9J08_003775	CJI97_003847
B9J08_005168	CJI97_005252
B9J08_000111	CJI97_000116
B9J08_000684	CJI97_000685
B9J08_001398	CJI97_001206
B9J08_000198	CJI97_000201
B9J08_005278	CJI97_005362
B9J08_004816	CJI97_004636
B9J08_003185	CJI97_003256
B9J08_002239	CJI97_001782
B9J08_003904	CJI97_004117
B9J08_002120	CJI97_002311
B9J08_005028	CJI97_005112
B9J08_001313	CJI97_001291
B9J08_003821	CJI97_003894
B9J08_001054	CJI97_001074
B9J08_004102	CJI97_001074
B9J08_000987	CJI97_001006
B9J08_003275	CJI97_003350
B9J08_001077	CJI97_001529
B9J08_002273	CJI97_001816
B9J08_005313	CJI97_005397
B9J08_005332	CJI97_005415
B9J08_000445	CJI97_000445
B9J08_005297	CJI97_005381
B9J08_005187	CJI97_005271
B9J08_001075	CJI97_001531
B9J08_002446	CJI97_001990
B9J08_002514	CJI97_002059
B9J08_004369	CJI97_004432
B9J08_003041	CJI97_003113
B9J08_001181	CJI97_001425
B9J08_005134	CJI97_005218
B9J08_002224	CJI97_001559
B9J08_001810	CJI97_002471
B9J08_000307	CJI97_000307
B9J08_003249	CJI97_003324
B9J08_000741	CJI97_000742
B9J08_002524	CJI97_002069
B9J08_004734	CJI97_004718
B9J08_004533	CJI97_004919
B9J08_001702	CJI97_002364
B9J08_005005	CJI97_005088
B9J08_003093	CJI97_003166
B9J08_003574	CJI97_003647
B9J08_003935	CJI97_004087
B9J08_004210	CJI97_004274
B9J08_005391	CJI97_005474
B9J08_003631	CJI97_003704
B9J08_003483	CJI97_003557
B9J08_004916	CJI97_005000
B9J08_003184	CJI97_003255
B9J08_001929	CJI97_002590
B9J08_000915	CJI97_000933
B9J08_001164	CJI97_001442
B9J08_004778	CJI97_004674
B9J08_001696	CJI97_002358
B9J08_002027	CJI97_002218
B9J08_000367	CJI97_000367
B9J08_004337	CJI97_004400
B9J08_004435	CJI97_004499
B9J08_005080	CJI97_005165
B9J08_000919	CJI97_000937
B9J08_005096	CJI97_005180
B9J08_001829	CJI97_002490
B9J08_001209	CJI97_001397
B9J08_002130	CJI97_002321
B9J08_000494	CJI97_000494
B9J08_003931	CJI97_004091
B9J08_002559	CJI97_002104
B9J08_004801	CJI97_004651
B9J08_000513	CJI97_000515
B9J08_005568	CJI97_005618
B9J08_005036	CJI97_005120
B9J08_003808	CJI97_003880
B9J08_001449	CJI97_001155
B9J08_003982	CJI97_004041
B9J08_004117	CJI97_004180
B9J08_003248	CJI97_003323
B9J08_002890	CJI97_002946
B9J08_004486	CJI97_004966
B9J08_001851	CJI97_002512
B9J08_001921	CJI97_002582
B9J08_003517	CJI97_003590
B9J08_004715	CJI97_004736
B9J08_003564	CJI97_003637
B9J08_005469	CJI97_005552
B9J08_001581	CJI97_001729
B9J08_004154	CJI97_004218
B9J08_005305	CJI97_005389
B9J08_005151	CJI97_005235
B9J08_004219	CJI97_004284
B9J08_003224	CJI97_003299
B9J08_003977	CJI97_004046
B9J08_002349	CJI97_001893
B9J08_000737	CJI97_000738
B9J08_002940	CJI97_003013
B9J08_002452	CJI97_001996
B9J08_003053	CJI97_003125
B9J08_002767	CJI97_002822
B9J08_004471	CJI97_004980
B9J08_001815	CJI97_002476
B9J08_003929	CJI97_004093
B9J08_002308	CJI97_001851
B9J08_004880	CJI97_004572
B9J08_002246	CJI97_001789
B9J08_005331	CJI97_005414
B9J08_005553	CJI97_004544
B9J08_000262	CJI97_000263
B9J08_002352	CJI97_001896
B9J08_001601	CJI97_001709
B9J08_002552	CJI97_002097
B9J08_001441	CJI97_001163
B9J08_003611	CJI97_003684
B9J08_003034	CJI97_003106
B9J08_005454	CJI97_005537
B9J08_003691	CJI97_003766
B9J08_000670	CJI97_000671
B9J08_002663	CJI97_002716
B9J08_001806	CJI97_002467
B9J08_000410	CJI97_000410
B9J08_002639	CJI97_002692
B9J08_004678	CJI97_004774
B9J08_002613	CJI97_002667
B9J08_000764	CJI97_000765
B9J08_002821	CJI97_002877
B9J08_003932	CJI97_004090
B9J08_001671	CJI97_002333
B9J08_002208	CJI97_001574
B9J08_002885	CJI97_002941
B9J08_003142	CJI97_003214
B9J08_004011	CJI97_004012
B9J08_003772	CJI97_003844
B9J08_002247	CJI97_001790
B9J08_005117	CJI97_005201
B9J08_000312	CJI97_000312
B9J08_005076	CJI97_005161
B9J08_002978	CJI97_003049
B9J08_005446	CJI97_005529
B9J08_003666	CJI97_003741
B9J08_000377	CJI97_000377
B9J08_002243	CJI97_001786
B9J08_004263	CJI97_004326
B9J08_000940	CJI97_000958
B9J08_000868	CJI97_000886
B9J08_000091	CJI97_000096
B9J08_005340	CJI97_005423
B9J08_003398	CJI97_003473
B9J08_000597	CJI97_000599
B9J08_003230	CJI97_003305
B9J08_001807	CJI97_002468
B9J08_004796	CJI97_004656
B9J08_001285	CJI97_001321
B9J08_005216	CJI97_005298
B9J08_002870	CJI97_002927
B9J08_002755	CJI97_002809
B9J08_003703	CJI97_003778
B9J08_004267	CJI97_004330
B9J08_000840	CJI97_000858
B9J08_000699	CJI97_000700
B9J08_002468	CJI97_002012
B9J08_002594	CJI97_002648
B9J08_002211	CJI97_001571
B9J08_003485	CJI97_003559
B9J08_002288	CJI97_001831
B9J08_003406	CJI97_003481
B9J08_001081	CJI97_001525
B9J08_002306	CJI97_001849
B9J08_004124	CJI97_004187
B9J08_003712	CJI97_003786
B9J08_002020	CJI97_002211
B9J08_003229	CJI97_003304
B9J08_005473	CJI97_005556
B9J08_001190	CJI97_001416
B9J08_001372	CJI97_001232
B9J08_003422	CJI97_003497
B9J08_005575	CJI97_005625
B9J08_003582	CJI97_002348
B9J08_001686	CJI97_002348
B9J08_004414	CJI97_004477
B9J08_004873	CJI97_004579
B9J08_000995	CJI97_001014
B9J08_005082	CJI97_005167
B9J08_002703	CJI97_002756
B9J08_004497	CJI97_004955
B9J08_001364	CJI97_001240
B9J08_002030	CJI97_002221
B9J08_003267	CJI97_003342
B9J08_000537	CJI97_000539
B9J08_000013	CJI97_000020
B9J08_002619	CJI97_002673
B9J08_002156	CJI97_001625
B9J08_003873	CJI97_003945
B9J08_004844	CJI97_004608
B9J08_001904	CJI97_002565
B9J08_001557	CJI97_001753
B9J08_000974	CJI97_000993
B9J08_001703	CJI97_002365
B9J08_001848	CJI97_002509
B9J08_004725	CJI97_004726
B9J08_002507	CJI97_002052
B9J08_002368	CJI97_001913
B9J08_002876	CJI97_002933
B9J08_001122	CJI97_001484
B9J08_000017	CJI97_000024
B9J08_004667	CJI97_004785
B9J08_002757	CJI97_002811
B9J08_001431	CJI97_001172
B9J08_000251	CJI97_000252
B9J08_005206	CJI97_005289
B9J08_003946	CJI97_004076
B9J08_001838	CJI97_002499
B9J08_002942	CJI97_003015
B9J08_003129	CJI97_003201
B9J08_000835	CJI97_000853
B9J08_004326	CJI97_004389
B9J08_004799	CJI97_004653
B9J08_005152	CJI97_005236
B9J08_002965	CJI97_003036
B9J08_003238	CJI97_003313
B9J08_001392	CJI97_001212
B9J08_000054	CJI97_000060
B9J08_003729	CJI97_005637
B9J08_000206	CJI97_000209
B9J08_000371	CJI97_000371
B9J08_004003	CJI97_004020
B9J08_002152	CJI97_001629
B9J08_003570	CJI97_003643
B9J08_000591	CJI97_000593
B9J08_005181	CJI97_005265
B9J08_005252	CJI97_005334
B9J08_000221	CJI97_000223
B9J08_004697	CJI97_004754
B9J08_003457	CJI97_003531
B9J08_001063	CJI97_001543
B9J08_003818	CJI97_003891
B9J08_001273	CJI97_001333
B9J08_004867	CJI97_004585
B9J08_001556	CJI97_001754
B9J08_003279	CJI97_003354
B9J08_001960	CJI97_002145
B9J08_000094	CJI97_000099
B9J08_004228	CJI97_004293
B9J08_003278	CJI97_003353
B9J08_002668	CJI97_002721
B9J08_004072	CJI97_004140
B9J08_004721	CJI97_004730
B9J08_005131	CJI97_005215
B9J08_001625	CJI97_001685
B9J08_002280	CJI97_001823
B9J08_001971	CJI97_002156
B9J08_003626	CJI97_003699
B9J08_000898	CJI97_000916
B9J08_004418	CJI97_004481
B9J08_004895	CJI97_004557
B9J08_002260	CJI97_001803
B9J08_001388	CJI97_001216
B9J08_002701	CJI97_002754
B9J08_001007	CJI97_001027
B9J08_004106	CJI97_004170
B9J08_000663	CJI97_000664
B9J08_001202	CJI97_001404
B9J08_003144	CJI97_003216
B9J08_004102	CJI97_005652
B9J08_004243	CJI97_004308
B9J08_002651	CJI97_002704
B9J08_004288	CJI97_004350
B9J08_003265	CJI97_003340
B9J08_000594	CJI97_000596
B9J08_002883	CJI97_002939
B9J08_002599	CJI97_002653
B9J08_003585	CJI97_003658
B9J08_001731	CJI97_002392
B9J08_001513	CJI97_001091
B9J08_000406	CJI97_000406
B9J08_005114	CJI97_005198
B9J08_000088	CJI97_000093
B9J08_001962	CJI97_002147
B9J08_001462	CJI97_001142
B9J08_000616	CJI97_000618
B9J08_004943	CJI97_005027
B9J08_000097	CJI97_000102
B9J08_000542	CJI97_000544
B9J08_002677	CJI97_002730
B9J08_003650	CJI97_003725
B9J08_004252	CJI97_004315
B9J08_001115	CJI97_001491
B9J08_000160	CJI97_000163
B9J08_004700	CJI97_004751
B9J08_002374	CJI97_001919
B9J08_004176	CJI97_004240
B9J08_003806	CJI97_003878
B9J08_003983	CJI97_004040
B9J08_003754	CJI97_003828
B9J08_005510	CJI97_005592
B9J08_004507	CJI97_004945
B9J08_002110	CJI97_002301
B9J08_005576	CJI97_005626
B9J08_000644	CJI97_000646
B9J08_003019	CJI97_003090
B9J08_000462	CJI97_000462
B9J08_000743	CJI97_000744
B9J08_002055	CJI97_002246
B9J08_000989	CJI97_001008
B9J08_000058	CJI97_000064
B9J08_000354	CJI97_000354
B9J08_004181	CJI97_004245
B9J08_001724	CJI97_002385
B9J08_000866	CJI97_000884
B9J08_002077	CJI97_002268
B9J08_003117	CJI97_003189
B9J08_005165	CJI97_005249
B9J08_005027	CJI97_005111
B9J08_001309	CJI97_001295
B9J08_005093	CJI97_005178
B9J08_002748	CJI97_002802
B9J08_001157	CJI97_001449
B9J08_000145	CJI97_000150
B9J08_003523	CJI97_003596
B9J08_004436	CJI97_004500
B9J08_000134	CJI97_000139
B9J08_005186	CJI97_005270
B9J08_004303	CJI97_004365
B9J08_004825	CJI97_004627
B9J08_001742	CJI97_002403
B9J08_004479	CJI97_004972
B9J08_005579	CJI97_003277
B9J08_002991	CJI97_003062
B9J08_001717	CJI97_002378
B9J08_002051	CJI97_002242
B9J08_004437	CJI97_004501
B9J08_002845	CJI97_002901
B9J08_000749	CJI97_000750
B9J08_002765	CJI97_002820
B9J08_000918	CJI97_000936
B9J08_004172	CJI97_004236
B9J08_003075	CJI97_003147
B9J08_003668	CJI97_003743
B9J08_003632	CJI97_003705
B9J08_005047	CJI97_005131
B9J08_004790	CJI97_004662
B9J08_003599	CJI97_003672
B9J08_004542	CJI97_004910
B9J08_001738	CJI97_002399
B9J08_002939	CJI97_003012
B9J08_000393	CJI97_000393
B9J08_001865	CJI97_002526
B9J08_003823	CJI97_003896
B9J08_001547	CJI97_001762
B9J08_003465	CJI97_003539
B9J08_003460	CJI97_003534
B9J08_000347	CJI97_000347
B9J08_002346	CJI97_001889
B9J08_001862	CJI97_002523
B9J08_002392	CJI97_001936
B9J08_004709	CJI97_004742
B9J08_004884	CJI97_004568
B9J08_002233	CJI97_001550
B9J08_001320	CJI97_001284
B9J08_002911	CJI97_002985
B9J08_003969	CJI97_004054
B9J08_000584	CJI97_000586
B9J08_001793	CJI97_002454
B9J08_001308	CJI97_001296
B9J08_005557	CJI97_004548
B9J08_003237	CJI97_003312
B9J08_000635	CJI97_000637
B9J08_000499	CJI97_000500
B9J08_003637	CJI97_003711
B9J08_003189	CJI97_003260
B9J08_001718	CJI97_002379
B9J08_000979	CJI97_000998
B9J08_003673	CJI97_003748
B9J08_004095	CJI97_004163
B9J08_005003	CJI97_005086
B9J08_002410	CJI97_001954
B9J08_000082	CJI97_000087
B9J08_002690	CJI97_002742
B9J08_003432	CJI97_003507
B9J08_005107	CJI97_005191
B9J08_000359	CJI97_000359
B9J08_003040	CJI97_003112
B9J08_003524	CJI97_003597
B9J08_004217	CJI97_004282
B9J08_003345	CJI97_003420
B9J08_000399	CJI97_000399
B9J08_002271	CJI97_001814
B9J08_004627	CJI97_004825
B9J08_003217	CJI97_003292
B9J08_000439	CJI97_000439
B9J08_005527	CJI97_005608
B9J08_005366	CJI97_005449
B9J08_000809	CJI97_000810
B9J08_002157	CJI97_001624
B9J08_004513	CJI97_004939
B9J08_004742	CJI97_004710
B9J08_003150	CJI97_003222
B9J08_005287	CJI97_005371
B9J08_001899	CJI97_002560
B9J08_005060	CJI97_005144
B9J08_005202	CJI97_005285
B9J08_004859	CJI97_004593
B9J08_005301	CJI97_005385
B9J08_000141	CJI97_000146
B9J08_000164	CJI97_000167
B9J08_004714	CJI97_004737
B9J08_002338	CJI97_001881
B9J08_004637	CJI97_004815
B9J08_003503	CJI97_003577
B9J08_003188	CJI97_003259
B9J08_001128	CJI97_001478
B9J08_003731	CJI97_003805
B9J08_004951	CJI97_005035
B9J08_000174	CJI97_000176
B9J08_001676	CJI97_002338
B9J08_001933	CJI97_002594
B9J08_004208	CJI97_004272
B9J08_001246	CJI97_001360
B9J08_001521	CJI97_001083
B9J08_004584	CJI97_004868
B9J08_003033	CJI97_003104
B9J08_000498	CJI97_000499
B9J08_000697	CJI97_000698
B9J08_003579	CJI97_003652
B9J08_000790	CJI97_000791
B9J08_000629	CJI97_000631
B9J08_001951	CJI97_002133
B9J08_000220	CJI97_000222
B9J08_003762	CJI97_003834
B9J08_001445	CJI97_001159
B9J08_002466	CJI97_002010
B9J08_003078	CJI97_003150
B9J08_004681	CJI97_004771
B9J08_005130	CJI97_005214
B9J08_000768	CJI97_000769
B9J08_003526	CJI97_003599
B9J08_005570	CJI97_005620
B9J08_003740	CJI97_003814
B9J08_003124	CJI97_003196
B9J08_002226	CJI97_001557
B9J08_005140	CJI97_005224
B9J08_000882	CJI97_000900
B9J08_005407	CJI97_005490
B9J08_004784	CJI97_004668
B9J08_002091	CJI97_002282
B9J08_003074	CJI97_003146
B9J08_000617	CJI97_000619
B9J08_001024	CJI97_001044
B9J08_001116	CJI97_001490
B9J08_005336	CJI97_005419
B9J08_005144	CJI97_005228
B9J08_001752	CJI97_002413
B9J08_002760	CJI97_002814
B9J08_005339	CJI97_005422
B9J08_003789	CJI97_003861
B9J08_002781	CJI97_002836
B9J08_002512	CJI97_002057
B9J08_001065	CJI97_001541
B9J08_000476	CJI97_000476
B9J08_002461	CJI97_002005
B9J08_004804	CJI97_004648
B9J08_005445	CJI97_005528
B9J08_002931	CJI97_003004
B9J08_005246	CJI97_005328
B9J08_004238	CJI97_004303
B9J08_002026	CJI97_002217
B9J08_002944	CJI97_003017
B9J08_003845	CJI97_003918
B9J08_003515	CJI97_003588
B9J08_004353	CJI97_004416
B9J08_005155	CJI97_005239
B9J08_001452	CJI97_001152
B9J08_000772	CJI97_000773
B9J08_003180	CJI97_003252
B9J08_004311	CJI97_004373
B9J08_003511	CJI97_003585
B9J08_002974	CJI97_003045
B9J08_003654	CJI97_003729
B9J08_000536	CJI97_000538
B9J08_003205	CJI97_003280
B9J08_003555	CJI97_003628
B9J08_002526	CJI97_002071
B9J08_004439	CJI97_004503
B9J08_001382	CJI97_001222
B9J08_005097	CJI97_005181
B9J08_003684	CJI97_003759
B9J08_004174	CJI97_004238
B9J08_000973	CJI97_000992
B9J08_004018	CJI97_004005
B9J08_002744	CJI97_002798
B9J08_001131	CJI97_001475
B9J08_003814	CJI97_003887
B9J08_003941	CJI97_004081
B9J08_001777	CJI97_002438
B9J08_005344	CJI97_005427
B9J08_004711	CJI97_004740
B9J08_003416	CJI97_003491
B9J08_001780	CJI97_002441
B9J08_002219	CJI97_001564
B9J08_002070	CJI97_002261
B9J08_000064	CJI97_000070
B9J08_004729	CJI97_004722
B9J08_003844	CJI97_003917
B9J08_002059	CJI97_002250
B9J08_003329	CJI97_003404
B9J08_002729	CJI97_002782
B9J08_002992	CJI97_003063
B9J08_002186	CJI97_001596
B9J08_005059	CJI97_005143
B9J08_005422	CJI97_005505
B9J08_001789	CJI97_002450
B9J08_002353	CJI97_001898
B9J08_003076	CJI97_003148
B9J08_002888	CJI97_002944
B9J08_004531	CJI97_004921
B9J08_001001	CJI97_001021
B9J08_003497	CJI97_003571
B9J08_000225	CJI97_000226
B9J08_000043	CJI97_000049
B9J08_000846	CJI97_000864
B9J08_004052	CJI97_003972
B9J08_003105	CJI97_003178
B9J08_003048	CJI97_003120
B9J08_001858	CJI97_002519
B9J08_003452	CJI97_003526
B9J08_001411	CJI97_001193
B9J08_005085	CJI97_005170
B9J08_002664	CJI97_002717
B9J08_003012	CJI97_003083
B9J08_003961	CJI97_004061
B9J08_004361	CJI97_004424
B9J08_001121	CJI97_001485
B9J08_002590	CJI97_002644
B9J08_003809	CJI97_003881
B9J08_000676	CJI97_000677
B9J08_004939	CJI97_005023
B9J08_002397	CJI97_001941
B9J08_004275	CJI97_004338
B9J08_000936	CJI97_000954
B9J08_004136	CJI97_004199
B9J08_001582	CJI97_001728
B9J08_002585	CJI97_002639
B9J08_001977	CJI97_002162
B9J08_004959	CJI97_005043
B9J08_000680	CJI97_000681
B9J08_005393	CJI97_005476
B9J08_005219	CJI97_005301
B9J08_002981	CJI97_003052
B9J08_005436	CJI97_005519
B9J08_000806	CJI97_000807
B9J08_002766	CJI97_002821
B9J08_002826	CJI97_002881
B9J08_000879	CJI97_000897
B9J08_004829	CJI97_004623
B9J08_005409	CJI97_005492
B9J08_004618	CJI97_004834
B9J08_003905	CJI97_004116
B9J08_001132	CJI97_001474
B9J08_005529	CJI97_005610
B9J08_003001	CJI97_003072
B9J08_004813	CJI97_004639
B9J08_002715	CJI97_002768
B9J08_002536	CJI97_002081
B9J08_000002	CJI97_000009
B9J08_004394	CJI97_004457
B9J08_005320	CJI97_005404
B9J08_000704	CJI97_000705
B9J08_004329	CJI97_004392
B9J08_005136	CJI97_005220
B9J08_000084	CJI97_000089
B9J08_004771	CJI97_004681
B9J08_000085	CJI97_000090
B9J08_000438	CJI97_000438
B9J08_005531	CJI97_005612
B9J08_004928	CJI97_005012
B9J08_000812	CJI97_000813
B9J08_003767	CJI97_003839
B9J08_003428	CJI97_003503
B9J08_005014	CJI97_005097
B9J08_000339	CJI97_000339
B9J08_002900	CJI97_002974
B9J08_003244	CJI97_003319
B9J08_002056	CJI97_002247
B9J08_000200	CJI97_000203
B9J08_000610	CJI97_000612
B9J08_000669	CJI97_000670
B9J08_004377	CJI97_004440
B9J08_005503	CJI97_005585
B9J08_003529	CJI97_003602
B9J08_003418	CJI97_003493
B9J08_001778	CJI97_002439
B9J08_000195	CJI97_000197
B9J08_002508	CJI97_002053
B9J08_003137	CJI97_003209
B9J08_000356	CJI97_000356
B9J08_004773	CJI97_004679
B9J08_000446	CJI97_000446
B9J08_005482	CJI97_005565
B9J08_001101	CJI97_001505
B9J08_002857	CJI97_002913
B9J08_001641	CJI97_001669
B9J08_003133	CJI97_003205
B9J08_004561	CJI97_004891
B9J08_002361	CJI97_001906
B9J08_005418	CJI97_005501
B9J08_003826	CJI97_003899
B9J08_003636	CJI97_003710
B9J08_002541	CJI97_002086
B9J08_002683	CJI97_002735
B9J08_005509	CJI97_005591
B9J08_002699	CJI97_002751
B9J08_003704	CJI97_003779
B9J08_004079	CJI97_004147
B9J08_004828	CJI97_004624
B9J08_005346	CJI97_005429
B9J08_004262	CJI97_004325
B9J08_004241	CJI97_004306
B9J08_000906	CJI97_000924
B9J08_003337	CJI97_003412
B9J08_003256	CJI97_003331
B9J08_001484	CJI97_001120
B9J08_000345	CJI97_000345
B9J08_003441	CJI97_003515
B9J08_001170	CJI97_001436
B9J08_001614	CJI97_001696
B9J08_002560	CJI97_002105
B9J08_005383	CJI97_005466
B9J08_005439	CJI97_005522
B9J08_005459	CJI97_005542
B9J08_003179	CJI97_003251
B9J08_003899	CJI97_004122
B9J08_003822	CJI97_003895
B9J08_001660	CJI97_001650
B9J08_002679	CJI97_002732
B9J08_001293	CJI97_001312
B9J08_002415	CJI97_001959
B9J08_004677	CJI97_004775
B9J08_001690	CJI97_002352
B9J08_002321	CJI97_001864
B9J08_000570	CJI97_000573
B9J08_002470	CJI97_002014
B9J08_003067	CJI97_003139
B9J08_003866	CJI97_003938
B9J08_003006	CJI97_003077
B9J08_004453	CJI97_004517
B9J08_001242	CJI97_001364
B9J08_001264	CJI97_001342
B9J08_004511	CJI97_004941
B9J08_001189	CJI97_001417
B9J08_000116	CJI97_000121
B9J08_005506	CJI97_005588
B9J08_000066	CJI97_000072
B9J08_002029	CJI97_002220
B9J08_002345	CJI97_001888
B9J08_001439	CJI97_001165
B9J08_003541	CJI97_003614
B9J08_005424	CJI97_005507
B9J08_001914	CJI97_002575
B9J08_002474	CJI97_002017
B9J08_000877	CJI97_000895
B9J08_002655	CJI97_002708
B9J08_000482	CJI97_000482
B9J08_001989	CJI97_002180
B9J08_004234	CJI97_004299
B9J08_002521	CJI97_002066
B9J08_003924	CJI97_004097
B9J08_001733	CJI97_002394
B9J08_003118	CJI97_003190
B9J08_001291	CJI97_001315
B9J08_005405	CJI97_005488
B9J08_002602	CJI97_002656
B9J08_001470	CJI97_001134
B9J08_003601	CJI97_003674
B9J08_003360	CJI97_003435
B9J08_001454	CJI97_001151
B9J08_000384	CJI97_000384
B9J08_002555	CJI97_002100
B9J08_003322	CJI97_003397
B9J08_002503	CJI97_002048
B9J08_003782	CJI97_003854
B9J08_003816	CJI97_003889
B9J08_001652	CJI97_001658
B9J08_004958	CJI97_005042
B9J08_002458	CJI97_002002
B9J08_000548	CJI97_000550
B9J08_003080	CJI97_003152
B9J08_003955	CJI97_004067
B9J08_003984	CJI97_004039
B9J08_005158	CJI97_005242
B9J08_000897	CJI97_000915
B9J08_004492	CJI97_004960
B9J08_003301	CJI97_003376
B9J08_001658	CJI97_001652
B9J08_005329	CJI97_005412
B9J08_002241	CJI97_001784
B9J08_002121	CJI97_002312
B9J08_001564	CJI97_001746
B9J08_002972	CJI97_003043
B9J08_005443	CJI97_005526
B9J08_003996	CJI97_004027
B9J08_005110	CJI97_005194
B9J08_000231	CJI97_000232
B9J08_003614	CJI97_003687
B9J08_003378	CJI97_003453
B9J08_003545	CJI97_003618
B9J08_002906	CJI97_002980
B9J08_005300	CJI97_005384
B9J08_002342	CJI97_001885
B9J08_000324	CJI97_000324
B9J08_002385	CJI97_001930
B9J08_000761	CJI97_000762
B9J08_001460	CJI97_001144
B9J08_004402	CJI97_004465
B9J08_000264	CJI97_000265
B9J08_001846	CJI97_002507
B9J08_002237	CJI97_001780
B9J08_004291	CJI97_004353
B9J08_000293	CJI97_000294
B9J08_002539	CJI97_002084
B9J08_005429	CJI97_005512
B9J08_000543	CJI97_000545
B9J08_000023	CJI97_000030
B9J08_000736	CJI97_000737
B9J08_001537	CJI97_001772
B9J08_004821	CJI97_004631
B9J08_000813	CJI97_000814
B9J08_002467	CJI97_002011
B9J08_001600	CJI97_001710
B9J08_002742	CJI97_002796
B9J08_005552	CJI97_004543
B9J08_005044	CJI97_005128
B9J08_004965	CJI97_005048
B9J08_001654	CJI97_001656
B9J08_003880	CJI97_003952
B9J08_001894	CJI97_002555
B9J08_001416	CJI97_001188
B9J08_002837	CJI97_002892
B9J08_003046	CJI97_003118
B9J08_003915	CJI97_004106
B9J08_001917	CJI97_002578
B9J08_004415	CJI97_004478
B9J08_001859	CJI97_002520
B9J08_001277	CJI97_001329
B9J08_002420	CJI97_001964
B9J08_002427	CJI97_001971
B9J08_004451	CJI97_004515
B9J08_003173	CJI97_003245
B9J08_003131	CJI97_003203
B9J08_003439	CJI97_003513
B9J08_004468	CJI97_004532
B9J08_000194	CJI97_000196
B9J08_001367	CJI97_001237
B9J08_001194	CJI97_001412
B9J08_000187	CJI97_000189
B9J08_000810	CJI97_000811
B9J08_004245	CJI97_004310
B9J08_001472	CJI97_001132
B9J08_004599	CJI97_004853
B9J08_001300	CJI97_001305
B9J08_003892	CJI97_004129
B9J08_001312	CJI97_001292
B9J08_005141	CJI97_005225
B9J08_002673	CJI97_002726
B9J08_001243	CJI97_001363
B9J08_004974	CJI97_005057
B9J08_001173	CJI97_001433
B9J08_001613	CJI97_001697
B9J08_000019	CJI97_000026
B9J08_004537	CJI97_004915
B9J08_002646	CJI97_002699
B9J08_002139	CJI97_001642
B9J08_001720	CJI97_002381
B9J08_000118	CJI97_000123
B9J08_005030	CJI97_005114
B9J08_001362	CJI97_001242
B9J08_002671	CJI97_002724
B9J08_002778	CJI97_002833
B9J08_003377	CJI97_003452
B9J08_000358	CJI97_000358
B9J08_002687	CJI97_002739
B9J08_003919	CJI97_004102
B9J08_000306	CJI97_000306
B9J08_000884	CJI97_000902
B9J08_001552	CJI97_001758
B9J08_002717	CJI97_002770
B9J08_004087	CJI97_004155
B9J08_000351	CJI97_000351
B9J08_001226	CJI97_001380
B9J08_004041	CJI97_003983
B9J08_003837	CJI97_003910
B9J08_000734	CJI97_000735
B9J08_005198	CJI97_005282
B9J08_002556	CJI97_002101
B9J08_000115	CJI97_000120
B9J08_000980	CJI97_000999
B9J08_001003	CJI97_001023
B9J08_003692	CJI97_003767
B9J08_002545	CJI97_002090
B9J08_003717	CJI97_003791
B9J08_004239	CJI97_004304
B9J08_002238	CJI97_001781
B9J08_004908	CJI97_004992
B9J08_000033	CJI97_000040
B9J08_001385	CJI97_001219
B9J08_002199	CJI97_001583
B9J08_001030	CJI97_001050
B9J08_002128	CJI97_002319
B9J08_002038	CJI97_002229
B9J08_003370	CJI97_003445
B9J08_002927	CJI97_003000
B9J08_001161	CJI97_001445
B9J08_004260	CJI97_004323
B9J08_002010	CJI97_002201
B9J08_001215	CJI97_001391
B9J08_005032	CJI97_005116
B9J08_004464	CJI97_004528
B9J08_003750	CJI97_003824
B9J08_000801	CJI97_000802
B9J08_005488	CJI97_005571
B9J08_001490	CJI97_001114
B9J08_003369	CJI97_003444
B9J08_002073	CJI97_003444
B9J08_004180	CJI97_004244
B9J08_003148	CJI97_003220
B9J08_000930	CJI97_000948
B9J08_002400	CJI97_001944
B9J08_004132	CJI97_004195
B9J08_000728	CJI97_000729
B9J08_000873	CJI97_000891
B9J08_004133	CJI97_004196
B9J08_003393	CJI97_003468
B9J08_000375	CJI97_000375
B9J08_000573	CJI97_000576
B9J08_002062	CJI97_002253
B9J08_002842	CJI97_002898
B9J08_004246	CJI97_004311
B9J08_005069	CJI97_005154
B9J08_002065	CJI97_002256
B9J08_001550	CJI97_001760
B9J08_004308	CJI97_004370
B9J08_001224	CJI97_001382
B9J08_000001	CJI97_000008
B9J08_003869	CJI97_003941
B9J08_002841	CJI97_002897
B9J08_001872	CJI97_002533
B9J08_000460	CJI97_000460
B9J08_002283	CJI97_001826
B9J08_002745	CJI97_002799
B9J08_002553	CJI97_002098
B9J08_003408	CJI97_003483
B9J08_005508	CJI97_005590
B9J08_004862	CJI97_004590
B9J08_002695	CJI97_002747
B9J08_005245	CJI97_005327
B9J08_003083	CJI97_003155
B9J08_004386	CJI97_004449
B9J08_002771	CJI97_002826
B9J08_005312	CJI97_005396
B9J08_003647	CJI97_003722
B9J08_005444	CJI97_005527
B9J08_004926	CJI97_005010
B9J08_001788	CJI97_002449
B9J08_002754	CJI97_002808
B9J08_004045	CJI97_003979
B9J08_000233	CJI97_000234
B9J08_000895	CJI97_000913
B9J08_000120	CJI97_000125
B9J08_004067	CJI97_004135
B9J08_003296	CJI97_003371
B9J08_001145	CJI97_001461
