1 2 A0C1 A0C1reseq A0C2 A0C2reseq e4 e5 e6 3 3reseq 4 5a 6 7 8 9 10 11 12 13 14 15 16 59 e7 e8 e9 17 18 A24C1 A24C1reseq A24C2 A24C2reseq e1 e2 e3
C6_04440C_A|2502 10 75 357 1212 535 1263 2305 508 443 905 1307 702 165 319 443 503 788 635 331 612 399 570 309 372 1394 160 137 167 261 142 713 725 1174 555 419 2736 3312
C6_04450W_A|1191 27 147 1052 3534 1266 3007 4571 865 751 2523 3595 2377 734 858 577 635 2141 1462 305 584 442 901 308 504 1845 242 186 198 217 110 641 658 991 440 711 3772 4096
C6_04460W_A|115 0 0 0 0 1 0 2 2 0 1 2 0 1 0 0 0 0 5 0 1 0 0 0 4 0 0 0 0 1 1 2 4 0 0 1 0 0
C6_04470C_A|2331 44 187 915 3144 1367 3089 5876 1405 1780 1695 2374 1265 358 1140 1059 1239 2098 1511 829 1653 1169 2420 949 1705 4623 575 425 457 781 433 1867 2035 2974 1337 1208 7989 6970
MSTRG.11609.1|260|x|C6_04470C_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 0 0 0 0 2 2 0 1 1 1 1 0 2 0 0 2 4 0 2 1 2 2 0 0 0 0 0 0 0 0 0 9 2 0 2 24
C6_04480C_A|702 21 141 876 2873 1155 2369 3230 607 692 1442 2134 1408 680 1164 828 975 2084 1514 1232 1416 1397 2876 1104 1458 5838 356 257 330 663 408 1602 1668 2859 1399 1116 6281 5636
MSTRG.11611.1|942|x|C6_04480C_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 0 2 6 0 0 0 0 1 1 1 2 1 0 0 1 4 1 6 5 7 51 15 27 60 0 0 0 12 0 19 29 13 12 2 4 3
MSTRG.11612.1|1736|x|C6_04490W_A-T|Ca22chr6A_C_albicans_SC5314|calb 3 13 56 203 91 207 523 109 111 248 314 142 43 137 143 191 322 239 160 269 179 472 202 266 1113 99 59 66 210 117 368 401 702 323 132 1011 928
MSTRG.11613.1|646|u|NA|Ca22chr6A_C_albicans_SC5314|calb 0 0 1 1 0 4 35 12 10 1 0 2 1 0 0 0 0 0 0 3 2 36 19 21 47 8 5 12 8 5 12 17 15 8 10 85 78
C6_04490W_A|1380 0 1 0 1 0 4 45 17 17 5 8 4 1 2 0 1 5 6 3 6 5 265 150 131 354 23 16 4 22 13 33 34 58 29 20 307 270
C6_04500C_A|4278 10 158 719 2413 1133 2601 4892 1190 1044 2524 3525 1863 393 671 1171 1253 2178 1896 959 1564 1027 1841 989 1326 3621 243 189 212 584 363 1678 1717 2731 1314 552 4134 4170
C6_04510C_A|1452 10 86 421 1414 600 1406 2946 712 750 1185 1645 1003 286 399 297 389 1551 1161 246 355 254 581 268 455 1236 192 145 214 211 151 536 547 805 352 332 2170 1797
C6_04520W_A|3267 288 2125 10235 34006 15427 34666 33703 7503 5926 29555 40702 22633 4640 5769 7494 7722 15974 14124 3315 7785 4949 5555 2575 4246 10378 1485 1260 1792 1795 964 4198 4563 6951 3155 3439 24814 20340
C6_04530C_A|2844 26 158 749 2477 1136 2564 6580 1472 1274 4573 6150 3789 868 1072 982 1103 2530 2210 392 948 585 1215 620 1166 2150 415 329 542 501 279 1039 1115 1923 917 830 7022 6286
MSTRG.11619.1|840|x|C6_04530C_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 1 10 36 14 42 164 31 29 68 86 91 32 24 11 14 45 98 11 19 12 73 23 32 141 13 11 11 13 6 23 30 41 23 20 113 134
C6_04540C_A|1149 31 234 1136 3687 1854 4114 6149 1384 1173 2964 3931 2398 582 774 976 1011 2454 1619 945 1537 1065 1232 552 744 2554 307 252 349 449 283 1101 1187 2099 1011 856 5706 6358
C6_04550C_A|2274 39 320 1277 4255 2299 5155 4113 1050 997 2532 3352 1718 501 839 1108 1235 2471 1768 562 824 535 3041 1314 1764 4841 285 237 277 916 518 1796 1828 3330 1606 571 4517 4703
C6_04560W_A|990 172 1092 4122 13667 6438 14527 14360 3192 2690 11455 15866 8018 1552 3169 3501 3782 7625 4140 2014 4469 2859 4894 2150 3825 6781 1195 911 1367 807 474 1483 1604 2675 1294 3158 16725 16753
MSTRG.11623.1|220|x|C6_04560W_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 0 1 3 2 3 2 0 1 2 3 1 0 0 1 3 0 0 0 0 2 5 2 0 10 0 0 0 0 0 3 3 3 0 0 0 0
C6_04570W_A|2373 115 874 3656 11922 6114 13401 11915 2835 2917 5232 7177 3299 474 2287 3793 4064 4036 2790 2354 4825 2787 6386 2939 4991 11013 871 652 813 1291 788 2900 2964 4877 2221 1496 12796 11168
MSTRG.11625.1|267|x|C6_04570W_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 0 0 3 3 5 7 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 3 0 0 3 0 3 1 1 2 36
C6_04580W_A|1482 14 118 378 1491 709 1575 4330 1048 1000 1293 1693 872 126 746 1204 1257 957 675 1651 3277 2117 2751 1327 1991 5007 545 428 559 1072 698 2668 2713 4889 2360 1553 9578 10498
MSTRG.11627.1|203|x|C6_04590C_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 0 0 0 1 4 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0
C6_04590C_A|747 11 90 491 1766 696 1489 4922 1188 1453 1076 1381 1019 316 621 602 700 1782 1092 1024 1238 1171 3583 1442 2032 5531 569 395 564 1004 622 2429 2553 4575 2133 1829 9356 10786
MSTRG.11629.1|212|x|C6_04590C_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 0 2 1 1 0 4 1 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 7
C6_04600W_A|1242 24 138 614 1780 976 2210 2945 706 1006 781 1044 488 115 409 503 523 924 528 589 878 646 2277 887 1524 3610 328 274 401 634 394 1335 1448 2464 1104 1006 4967 5228
C6_04610C_A|1686 1 28 78 246 142 379 402 105 66 991 1314 697 124 253 362 366 816 632 252 347 238 495 236 311 655 55 30 60 170 125 371 362 704 306 184 1047 1211
C6_04620C_A|1746 0 3 4 22 15 27 7 8 1 4 5 1 0 10 10 14 16 12 3 13 5 14 13 20 23 1 1 1 10 4 25 23 25 8 3 12 29
MSTRG.11633.1|308|u|NA|Ca22chr6A_C_albicans_SC5314|calb 0 0 0 2 3 5 0 0 0 0 0 0 0 0 1 0 1 0 1 4 2 1 0 0 0 0 0 0 1 0 2 1 0 0 1 3 18
MSTRG.11634.1|1210|x|C6_04650W_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 1 10 26 9 17 25 7 6 9 13 12 6 7 1 3 6 15 2 7 8 14 7 17 40 4 3 1 7 1 17 23 18 8 5 22 37
MSTRG.11635.1|1033|u|NA|Ca22chr6A_C_albicans_SC5314|calb 0 0 2 8 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 5 3 0 1 3 3 0 9 6 1 0 0 7 2
C6_04650W_A|2514 22 147 522 1749 1337 2898 2705 733 728 2090 2905 1069 237 804 2586 2864 1327 1609 2037 4593 2439 2662 1651 2324 4563 334 305 360 1463 915 3373 3643 6191 2814 1041 6486 8018
MSTRG.11637.1|2211|x|C6_04650W_A-T|Ca22chr6A_C_albicans_SC5314|calb 0 15 37 132 44 118 343 77 123 162 188 105 44 164 152 156 401 405 238 323 331 1083 525 754 1518 294 180 203 232 107 507 606 829 422 243 1720 1214
MSTRG.11639.1|225|x|C7_00010C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 6 22 5 2 4 4 7 1 1 0 3 1 2 1 1 2 0 0 0 1 3 0 1 1 0 1 6 2 10 4 0 8 30
C7_00010C_A|1039 11 131 335 1163 1011 2173 1600 471 319 1121 1547 854 106 184 804 743 420 546 346 918 465 605 317 500 743 189 154 198 197 157 535 519 905 441 284 2292 2031
MSTRG.11641.1|264|x|C7_00010C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 1 2 3 0 1 2 0 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 1 4
C7_00020C_A|795 99 635 3421 11590 5200 11964 16588 3582 4328 7567 10246 5603 1043 3367 4106 4649 7983 4097 2954 4840 3470 8419 3061 5018 16326 1162 1001 1342 1701 1061 4286 4519 7983 3854 4168 19656 26224
MSTRG.11643.1|273|x|C7_00030W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 5 3 1 2 0 1 5 4 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 6 2 1 3 2
C7_00030W_A|492 25 133 631 2048 1032 2397 3783 895 863 2607 3544 2248 875 1063 1461 1288 3471 3264 1275 1961 1521 4501 1904 3082 10544 302 227 352 1125 604 2630 2931 4407 2000 970 5340 6324
C7_00040C_A|675 10 88 359 1087 666 1526 2857 627 515 1050 1335 814 182 373 592 537 683 455 319 607 448 616 261 379 1069 85 65 107 219 130 430 471 683 298 506 1913 2631
MSTRG.11646.1|278|x|C7_00050C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 1 3 8 4 2 2 2 0 1 0 2 0 3 0 1 0 2 0 2 3 5 0 0 1 0 1 0 0 0 5 1 1 7 27
C7_00050C_A|2298 28 225 924 3113 1825 4047 5069 1260 1274 2369 3057 1627 208 798 1423 1505 1343 1210 803 1624 964 2835 1430 1988 5866 289 216 347 724 451 1804 1904 3164 1504 675 5710 5943
MSTRG.11648.1|238|x|C7_00050C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 2 1 0 1 6 0 1 0 2 0 0 0 0 1 1 1 0 2 3 0 0 0 7 0 0 0 0 0 0 0 0 0 1 3 0
C7_00060C_A|669 4 88 389 1322 592 1293 2409 538 602 1662 2439 1642 578 884 691 756 2337 1093 603 901 635 2136 855 1119 4457 531 340 498 626 363 1731 1964 3099 1420 1006 6501 7609
MSTRG.11650.1|305|x|C7_00070C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 2 2 7 11 24 38 4 5 4 8 7 1 3 7 4 7 2 1 3 4 3 1 2 17 1 0 0 1 2 5 8 13 6 5 33 39
C7_00070C_A|954 70 516 2717 8974 4392 10090 10704 2203 1835 3587 4634 3051 542 1249 1680 1931 2427 1343 999 1802 1202 2180 881 1283 4872 524 378 554 477 336 1489 1543 2761 1310 1756 8817 12187
MSTRG.11652.1|217|x|C7_00080C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 1 0 5 4 2 1 0 1 3 10 7 0 2 2 2 2 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
C7_00080C_A|1848 10 90 421 1349 782 1795 3087 756 575 1154 1599 841 134 314 513 554 1534 872 849 1259 786 2788 1474 2421 4743 247 240 327 682 480 1646 1800 3099 1385 517 4385 4431
MSTRG.11654.1|754|x|C7_00090C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 7 0 0 40 6 3 3 2 0 4 2 0 0 2 2 3 0 0 14 3 3 13 0 1 0 2 1 0 0 2 0 0 0 0
C7_00090C_A|3057 21 88 152 552 247 572 2106 559 338 10382 14312 7311 2432 9777 12401 10939 5231 3515 15089 44425 27927 61851 31645 53515 91844 15625 12711 19093 8493 3747 9472 9782 13181 6057 24049 277833 182290
MSTRG.11656.1|2833|x|C7_00090C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 1 2 0 0 2 0 6 2 3 0 0 2 0 1 0 7 9 0 0 1 15 21
C7_00100W_A|1779 36 264 1043 3619 1351 2891 5270 1019 653 5335 7370 4240 1531 3484 3158 3350 3733 2731 5168 10464 7144 15430 6804 11273 25770 5648 4571 6312 3185 1765 5892 6201 9287 4133 8918 79285 61179
MSTRG.11658.1|602|x|C7_00110W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 6 19 54 25 61 55 8 15 49 87 51 14 14 11 20 29 57 16 13 9 147 63 77 298 8 12 11 56 35 117 90 216 81 15 86 168
C7_00110W_A|681 129 816 4503 15050 6397 14423 185765 42107 49084 18626 26596 21482 14815 53495 30887 37540 166922 145622 23298 29694 35116 10973 4399 5442 23713 2620 1868 2169 4500 2159 10578 11364 15002 6842 23691 71993 98226
MSTRG.11660.1|301|x|C7_00110W_A-T|Ca22chr7A_C_albicans_SC5314|calb 1 4 10 38 10 27 66 7 16 41 45 33 3 7 10 12 25 26 7 8 18 82 65 63 147 7 11 11 37 14 53 57 114 49 13 124 84
C7_00120W_A|465 23 111 704 2265 1051 2368 1521 339 391 1039 1471 1046 570 614 335 416 601 596 565 954 1202 2489 1174 1339 5297 260 214 333 863 360 2000 2026 2463 1125 1318 6207 8002
MSTRG.11662.1|296|x|C7_00130W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 2 3 1 11 2 1 0 0 0 2 1 1 1 0 1 0 1 1 0 69 74 29 150 0 0 1 75 16 94 97 113 65 6 38 41
C7_00130W_A|1044 25 136 694 2134 1002 2263 2770 610 724 1121 1448 807 372 714 566 655 1525 1365 802 1358 1142 3523 1808 2370 7925 353 232 367 862 416 2185 2345 3008 1402 1316 7859 8410
C7_00140C_A|531 50 291 1747 5777 2121 4924 7434 1557 1531 3066 4409 2948 1415 1545 1332 1453 3753 4055 1192 1540 1631 1792 776 850 4204 306 313 318 503 307 1154 1251 1815 826 1407 5586 5436
MSTRG.11665.1|324|x|C7_00150W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 2 35 109 52 115 124 28 21 57 70 47 20 34 39 31 56 33 6 16 21 19 2 4 6 8 1 6 5 2 13 26 11 6 16 82 97
C7_00150W_A|693 159 879 4978 16590 6842 14817 17279 3607 4255 9317 13285 8194 3465 5636 4124 4583 13529 9139 1905 3452 3070 3675 1204 1792 7566 637 551 686 876 438 2219 2251 3391 1517 2603 10537 13550
C7_00160C_A|462 13 83 557 1972 810 1965 5775 1034 1059 1737 2402 2515 1065 728 453 487 1409 2103 417 678 890 2083 1029 1274 4346 362 253 444 612 238 1643 1853 2104 1027 1502 8056 10380
MSTRG.11668.1|684|x|C7_00160C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 1 0 1 2 0 0 0 0 0 1 0 0 1 1 2 0 1 4 0 0 0 0 0 0 0 2 0 0 2 0
C7_00170W_A|2304 18 97 499 1607 648 1522 2299 651 704 1874 2508 1443 603 2014 1556 1845 3563 3076 928 1820 1498 1641 801 1053 2909 383 317 413 790 500 1790 1953 3043 1408 1129 6235 7023
MSTRG.11670.1|326|x|C7_00180W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0
C7_00180W_A|2307 1 1 8 20 9 14 124 39 36 25 45 23 9 15 20 23 69 58 11 20 18 151 78 96 174 29 10 23 78 35 164 208 249 97 42 391 257
MSTRG.11672.1|514|x|C7_00180W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 3 1 8 11 2 0 1 4 9 3 2 0 0 3 5 0 1 0 4 12 6 21 0 0 0 7 3 3 3 4 0 4 5 10
C7_00190W_A|975 72 385 1726 5996 2591 5898 5702 1217 1122 3181 4228 3724 1549 1399 1171 1220 1888 2343 903 1976 1553 2143 937 1375 4093 308 226 281 623 299 1378 1543 2392 1097 1169 6166 6840
MSTRG.11674.1|247|x|C7_00200W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 2 4 1 0 0 0 0 0 0 0 0 1 0 0 0 0 3 3 2 0 0 0 0 0 0 9 5 1 0 0 2 0
C7_00200W_A|1095 8 47 279 1006 423 975 2966 554 546 693 874 728 277 338 284 307 936 569 158 264 249 810 309 447 1822 179 123 157 168 75 446 433 694 350 419 2622 2828
C7_00210C_A|2367 15 124 445 1473 625 1372 3630 774 643 1580 2161 1245 361 455 594 638 1404 1197 363 627 445 803 380 516 1395 174 142 184 386 198 686 750 1297 568 313 2141 1963
C7_00220W_A|1068 6 53 306 1021 342 871 1662 329 268 574 805 541 193 276 211 198 569 380 122 247 190 461 166 240 1194 119 102 126 137 73 369 375 633 323 369 1918 1878
MSTRG.11678.1|229|x|C7_00230W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 2 2 0 1 0
C7_00230W_A|1767 9 76 322 1066 412 920 2383 556 401 1540 2102 1178 451 1174 1235 1189 2541 1831 1077 2033 1278 1629 810 1079 2731 299 259 310 529 292 928 1078 1598 752 673 5920 4768
MSTRG.11680.1|512|x|C7_00230W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 4 7 23 4 10 19 3 2 17 31 14 5 5 1 0 9 12 0 2 4 32 9 12 67 2 2 0 5 3 9 11 23 8 3 14 5
C7_00240W_A|645 21 134 760 2622 818 1838 1898 373 367 1288 1931 1003 527 447 267 379 1164 1310 130 155 116 1486 687 764 3589 114 92 144 346 184 803 858 980 500 723 3119 2959
MSTRG.11683.1|280|x|C7_00250C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 1 3 2 6 0 2 1 0 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 4 25
C7_00250C_A|564 63 427 2322 7974 2882 6564 12957 2463 2354 4466 6460 4379 1719 2028 1506 1706 4078 3102 1268 1840 1683 3977 1226 1885 9086 659 506 745 755 387 1894 2100 3193 1414 2222 10596 11607
MSTRG.11684.1|268|x|C7_00260C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
C7_00260C_A|2931 12 89 511 1736 642 1514 4002 925 900 1475 2034 1301 503 930 969 1043 1850 1594 749 1488 1002 2678 1100 1951 5601 239 157 196 573 286 1374 1548 1840 842 441 3255 2959
C7_00270W_A|1173 16 55 313 1039 469 926 4949 1019 1164 2551 3540 2078 664 1049 748 815 2114 1543 680 1212 1026 1504 563 912 3058 425 321 447 358 165 724 695 1267 554 1149 5636 5527
MSTRG.11687.1|629|x|C7_00270W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 3 6 0 0 2 2 0
C7_00280W_A|1581 0 5 4 41 15 28 55 41 54 38 78 106 153 77 106 188 128 209 389 954 648 248 67 90 309 6 9 4 67 47 112 128 242 110 9 117 83
C7_00290C_A|1724 0 5 19 66 21 57 155 25 34 64 89 43 13 22 24 34 61 60 32 46 28 71 27 63 203 39 27 26 22 15 86 91 201 69 51 527 354
MSTRG.11692.1|238|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.11693.1|206|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 4 9 1 1 1 1 2 1 1 0 0 0 0 0 1 0 9 1 4 8 0 2 1 3 0 14 11 4 3 1 31 1
C7_00300W_A|801 11 124 673 2144 870 1960 4438 961 1153 1822 2470 1508 726 1238 1094 1250 2835 1973 1174 2035 1998 2075 769 1176 4997 344 306 396 581 329 1666 1722 2709 1233 1412 6639 8191
C7_00310C_A|837 0 12 38 90 40 118 265 79 75 195 307 215 90 193 162 187 410 258 122 312 210 685 314 544 1230 112 80 104 179 93 300 359 461 226 195 1889 1727
MSTRG.11697.1|697|x|C7_00320C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 2 12 2 2 5 1 2 0 0 0 1 1 1 0 0 0 9 3 8 2 0 0 3 2 0 9 6 6 1 1 4 0
C7_00320C_A|2754 121 988 3890 13086 6361 13926 10294 2162 1592 6950 9563 4539 1103 2115 2533 2782 5871 4503 1007 2125 1418 1848 981 1330 3746 474 386 519 636 391 1242 1396 2430 1080 1003 7506 6375
MSTRG.11699.1|690|x|C7_00320C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 1 1 7 2 10 9 0 2 2 2 1 0 2 0 2 6 4 2 5 5 8 2 2 0 0 0 0 0 0 0 0 2 2 1 11 1
C7_00330C_A|1149 7 119 507 1702 718 1531 3398 583 438 1896 2672 1784 465 569 384 482 1485 945 144 307 245 531 199 337 918 205 171 234 132 69 248 267 552 251 420 2336 2587
MSTRG.11701.1|291|x|C7_00340C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 2 3 1 0
C7_00340C_A|2916 39 305 1109 3764 1571 3452 14336 3421 3589 6645 9339 5224 1730 3335 3831 4321 7400 5864 1840 3887 2689 2638 1378 2205 4867 476 356 437 1082 625 1900 2026 2890 1400 1272 8080 7024
MSTRG.11703.1|306|x|C7_00340C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
C7_00350C_A|1320 128 737 4152 14075 4806 10934 32847 8037 11661 7810 11122 5289 2381 1984 4797 3696 7588 7584 1282 2073 2106 5641 1948 6587 12812 825 600 708 965 518 2373 2503 3928 1818 1190 7849 9211
MSTRG.11705.1|995|u|NA|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 1 0 7 1 2 0 0 0 0 0 0 0 0 0 0 0 0 18 10 28 12 0 0 0 0 0 0 0 1 0 1 0 6
MSTRG.11706.1|1566|x|C7_00360W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 1 3 5 0 1 2 2 0 0 0 0 0 1 2 0 0 0 7 1 9 27 1 0 1 0 0 6 7 11 2 0 23 46
C7_00360W_A|1014 70 447 1893 6420 2025 4766 12142 2118 1714 9998 13826 8423 3099 3935 2705 3015 10363 10450 5320 7376 6686 35080 12706 19755 68491 3457 2619 3552 5674 2836 9987 10742 14815 6782 7942 43630 40083
MSTRG.11708.1|329|x|C7_00370W_A-T|Ca22chr7A_C_albicans_SC5314|calb 1 0 2 6 3 19 20 0 1 6 6 3 1 1 1 0 6 7 1 0 1 6 0 7 1 2 3 7 1 0 20 19 29 20 12 58 145
C7_00370W_A|1020 1 38 176 544 114 277 1721 280 299 855 1220 589 277 364 183 219 792 822 198 309 352 382 145 197 786 107 83 84 122 74 205 217 255 141 200 844 854
MSTRG.11710.1|328|x|C7_00370W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 2 4 0 1 38 2 6 0 5 3 1 3 3 3 5 3 9 12 6 20 6 20 19 1 2 2 7 0 8 18 19 9 2 5 24
C7_00380W_A|819 5 50 198 614 341 677 2084 503 389 1553 1970 1163 319 350 491 551 1204 806 141 321 233 238 104 167 274 52 47 56 39 16 55 78 137 55 76 643 724
MSTRG.11712.1|224|x|C7_00380W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 2 8 0 0 4 2 2 0 1 1 1 0 0 0 1 2 2 3 3 14 9 2 21 0 0 1 9 5 20 18 17 4 2 7 0
C7_00390W_A|1467 111 714 3877 12654 5038 11447 22986 4815 5100 11436 16299 10302 3566 4247 3529 3957 12063 8505 1965 3303 2371 10588 4039 7074 21192 1283 1051 1245 1924 1081 4429 4602 7372 3427 2852 18256 16746
MSTRG.11714.1|398|x|C7_00390W_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 2 4 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 1 5
C7_00400W_A|1122 48 192 1096 3351 1280 2958 5716 1319 1457 5328 7199 4287 2176 2351 1840 1902 7347 5867 385 857 748 845 316 496 1353 133 100 128 222 142 454 472 758 326 534 2142 2229
C7_00410C_A|3444 11 132 553 1949 816 1835 4258 908 653 1976 2609 1697 519 647 1112 1123 2038 1949 972 1639 946 1900 1114 1347 4121 272 202 256 842 454 1809 1894 2907 1417 586 5318 4415
MSTRG.11717.1|461|x|C7_00410C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 0 0 2 35 5 9 10 16 11 8 6 6 1 8 21 38 36 28 52 17 15 81 7 6 2 17 7 11 9 20 13 31 38 122
C7_00420C_A|462 23 127 881 3023 957 2177 8073 1719 2520 1253 1843 1505 1482 1817 1822 1690 4511 6339 2190 2221 2271 3661 1370 1313 10034 267 211 234 736 275 2094 2196 2322 1095 942 4536 4966
MSTRG.11719.1|827|x|C7_00420C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 1 2 4 5 34 4 6 15 29 19 6 10 10 8 17 21 54 39 39 61 29 28 164 8 5 3 35 15 33 28 57 39 18 51 49
MSTRG.11720.1|591|u|NA|Ca22chr7A_C_albicans_SC5314|calb 1 4 13 63 16 12 333 71 66 21 43 33 14 14 14 13 88 117 10 15 10 14 8 15 43 11 10 7 5 4 22 17 7 8 7 105 16
C7_00430W_A|1761 58 519 2057 6955 2784 6357 9108 1840 1727 2598 3589 2589 1141 1504 1705 1820 7932 6395 984 1456 1141 2158 972 1404 3827 644 411 521 828 424 1542 1729 2762 1239 1387 10591 7734
MSTRG.11723.1|390|x|C7_00440C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 4 2 5 7 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 7 6 1 0 2 12 1
C7_00440C_A|1675 187 1310 8241 27746 10600 23773 20842 4291 3450 15310 21144 12895 4229 4307 3429 3857 10522 9207 1670 2898 2262 4341 1692 2596 10403 1164 775 1026 1068 580 3088 3284 5087 2421 3069 16213 18596
MSTRG.11724.1|716|x|C7_00440C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 1 23 66 52 131 82 9 10 16 19 18 1 4 4 5 16 7 0 1 1 2 0 3 0 3 4 5 0 0 9 14 12 7 16 24 117
C7_00450C_A|798 7 40 233 711 226 501 2429 476 436 468 636 576 324 343 278 274 603 759 296 396 436 1236 429 644 2283 175 137 134 248 142 530 575 756 329 374 2015 1929
C7_00460W_A|723 5 16 41 112 33 74 500 77 73 229 359 225 176 192 130 136 365 412 129 167 235 404 177 129 773 34 47 11 161 95 306 309 167 91 53 138 260
MSTRG.11728.1|220|x|C7_00470C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 3 15 5 6 5 0 2 3 4 1 0 2 0 2 2 1 0 1 1 1 0 0 7 0 1 1 0 0 1 2 4 0 1 1 2
C7_00470C_A|1506 38 204 912 3240 980 2085 4774 922 719 3234 4414 2837 1077 1530 957 1124 3167 2612 396 770 670 1076 482 620 1899 308 206 297 385 199 585 656 792 357 646 3434 2834
MSTRG.11729.1|817|u|NA|Ca22chr7A_C_albicans_SC5314|calb 4 10 19 79 18 57 19 1 0 7 8 6 7 12 1 4 2 3 0 3 5 7 4 3 22 2 1 0 3 0 4 1 0 0 1 2 2
C7_00480W_A|1545 41 202 755 2571 940 2315 1 0 0 4 13 4 12 51 6 11 2 4 1 2 7 7 1 1 8 0 0 1 1 2 4 5 5 5 2 12 0
MSTRG.11732.1|266|x|C7_00490C_A-T|Ca22chr7A_C_albicans_SC5314|calb 0 0 0 4 1 3 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
