calb	ctrop	cpar	cglab	myID
C1_03340C_A	CTRG_04794	CPAR2_108710	CAGL0H05731g	myID2792
C1_03330C_A	CTRG_04795	CPAR2_108700	CAGL0H05841g	myID2793
C1_03320C_A	CTRG_04796	CPAR2_108690	CAGL0K11968g	myID2794
C1_03310W_A	CTRG_04797	CPAR2_108680	CAGL0K05335g	myID2795
C1_03300C_A	CTRG_04798	CPAR2_108670	CAGL0H02739g	myID2796
C1_03290W_A	CTRG_04799	CPAR2_108660	CAGL0E00693g	myID2797
C1_03280W_A	CTRG_04800	CPAR2_108650	CAGL0E00715g	myID2798
C1_03270W_A	CTRG_04801	CPAR2_108640	CAGL0K03575g	myID2799
C1_03400W_A	CTRG_04804	CPAR2_108770	CAGL0K04653g	myID2800
C1_05610W_A	CTRG_04807	CPAR2_107370	CAGL0A04653g	myID2801
C1_05620C_A	CTRG_04808	CPAR2_107380	CAGL0M08184g	myID2802
C1_05630C_A	CTRG_04809	CPAR2_107390	CAGL0G03443g	myID2803
C1_05640C_A	CTRG_04810	CPAR2_107400	CAGL0M06567g	myID2804
C1_05650W_A	CTRG_04811	CPAR2_107410	CAGL0M06589g	myID2805
C1_05670W_A	CTRG_04813	CPAR2_107430	CAGL0F02893g	myID2806
C1_05680C_A	CTRG_04815	CPAR2_107440	CAGL0L08068g	myID2807
C1_05780W_A	CTRG_04822	CPAR2_107520	CAGL0B02541g	myID2808
C1_05810W_A	CTRG_04824	CPAR2_107550	CAGL0L00385g	myID2809
C1_05820C_A	CTRG_04825	CPAR2_107560	CAGL0L00363g	myID2810
C1_05830W_A	CTRG_04828	CPAR2_107570	CAGL0L12012g	myID2811
C1_05850W_A	CTRG_04830	CPAR2_107340	CAGL0I03256g	myID2812
C1_05910W_A	CTRG_04836	CPAR2_107310	CAGL0I00836g	myID2813
C1_05930C_A	CTRG_04838	CPAR2_107290	CAGL0B03289g	myID2814
C7_02460C_A	CTRG_04844	CPAR2_300550	CAGL0K00429g	myID2815
C7_02470C_A	CTRG_04845	CPAR2_300560	CAGL0K00407g	myID2816
C7_01070C_A	CTRG_04846	CPAR2_300330	CAGL0C00671g	myID2817
C7_01180W_A	CTRG_04850	CPAR2_300410	CAGL0E02365g	myID2818
C7_01190W_A	CTRG_04851	CPAR2_300400	CAGL0C03113g	myID2819
C7_01200C_A	CTRG_04852	CPAR2_300390	CAGL0L03047g	myID2820
C7_01210C_A	CTRG_04853	CPAR2_300380	CAGL0L03025g	myID2821
C7_01220W_A	CTRG_04854	CPAR2_300370	CAGL0L03003g	myID2822
C7_01230C_A	CTRG_04855	CPAR2_300420	CAGL0H03619g	myID2823
C7_01250W_A	CTRG_04856	CPAR2_300430	CAGL0D02090g	myID2824
C7_01360C_A	CTRG_04858	CPAR2_300520	CAGL0M03949g	myID2825
C7_01350C_A	CTRG_04859	CPAR2_300510	CAGL0M04037g	myID2826
C7_01340W_A	CTRG_04860	CPAR2_300500	CAGL0M11220g	myID2827
C7_01330C_A	CTRG_04861	CPAR2_300490	CAGL0H01199g	myID2828
C7_01300C_A	CTRG_04863	CPAR2_300470	CAGL0D04466g	myID2829
C7_01290W_A	CTRG_04864	CPAR2_300460	CAGL0K03531g	myID2830
C7_01280C_A	CTRG_04865	CPAR2_300450	CAGL0K03553g	myID2831
C7_01270C_A	CTRG_04866	CPAR2_300440	CAGL0I03542g	myID2832
C7_02480W_A	CTRG_04868	CPAR2_300940	CAGL0K11341g	myID2833
C7_02490W_A	CTRG_04869	CPAR2_300930	CAGL0H09174g	myID2834
C7_00840C_A	CTRG_04870	CPAR2_300890	CAGL0B03377g	myID2835
C7_00830C_A	CTRG_04871	CPAR2_300900	CAGL0K00495g	myID2836
C7_00820W_A	CTRG_04872	CPAR2_300910	CAGL0F00451g	myID2837
C7_00800C_A	CTRG_04875	CPAR2_300870	CAGL0F00473g	myID2838
C7_00790W_A	CTRG_04876	CPAR2_300860	CAGL0J11704g	myID2839
C7_00780W_A	CTRG_04877	CPAR2_300850	CAGL0M12166g	myID2840
C7_00760C_A	CTRG_04879	CPAR2_703230	CAGL0F01991g	myID2841
C7_01040C_A	CTRG_04881	CPAR2_300310	CAGL0J02156g	myID2842
C7_01030C_A	CTRG_04882	CPAR2_300300	CAGL0L08756g	myID2843
C7_01020C_A	CTRG_04883	CPAR2_300290	CAGL0L08734g	myID2844
C7_00990W_A	CTRG_04885	CPAR2_300270	CAGL0G00990g	myID2845
C7_00980W_A	CTRG_04887	CPAR2_300260	CAGL0K06237g	myID2846
C7_00970C_A	CTRG_04888	CPAR2_300250	CAGL0G07249g	myID2847
C7_00960W_A	CTRG_04889	CPAR2_300240	CAGL0G07227g	myID2848
C7_00950W_A	CTRG_04890	CPAR2_300230	CAGL0G07205g	myID2849
C7_00940W_A	CTRG_04891	CPAR2_300220	CAGL0G01232g	myID2850
C7_00930W_A	CTRG_04892	CPAR2_301400	CAGL0F04895g	myID2851
C7_00910C_A	CTRG_04895	CPAR2_301410	CAGL0F06215g	myID2852
C7_00890C_A	CTRG_04896	CPAR2_301420	CAGL0I10769g	myID2853
C7_00870W_A	CTRG_04898	CPAR2_301460	CAGL0C05555g	myID2854
C7_00860W_A	CTRG_04899	CPAR2_301540	CAGL0H06413g	myID2855
C7_00530C_A	CTRG_04902	CPAR2_301520	CAGL0D02596g	myID2856
C7_00520W_A	CTRG_04903	CPAR2_301510	CAGL0B01375g	myID2857
C7_00490C_A	CTRG_04906	CPAR2_301490	CAGL0I09240g	myID2858
C7_00510W_A	CTRG_04907	CPAR2_301500	CAGL0M07590g	myID2859
C7_00470C_A	CTRG_04910	CPAR2_805350	CAGL0B04741g	myID2860
C7_00460W_A	CTRG_04911	CPAR2_805360	CAGL0B04719g	myID2861
C7_00450C_A	CTRG_04912	CPAR2_805370	CAGL0B04785g	myID2862
C7_00440C_A	CTRG_04913	CPAR2_805380	CAGL0H03861g	myID2863
C7_00300W_A	CTRG_04914	CPAR2_301620	CAGL0I00638g	myID2864
C7_00320C_A	CTRG_04916	CPAR2_301360	CAGL0I04312g	myID2865
C7_00330C_A	CTRG_04917	CPAR2_301370	CAGL0I04290g	myID2866
C7_00340C_A	CTRG_04918	CPAR2_301380	CAGL0H07777g	myID2867
C7_00370W_A	CTRG_04921	CPAR2_301580	CAGL0B04873g	myID2868
C7_00380W_A	CTRG_04922	CPAR2_702410	CAGL0H03839g	myID2869
C7_00390W_A	CTRG_04923	CPAR2_805500	CAGL0H03817g	myID2870
C7_00400W_A	CTRG_04924	CPAR2_805510	CAGL0H03795g	myID2871
C7_00410C_A	CTRG_04925	CPAR2_805520	CAGL0B04851g	myID2872
C7_00420C_A	CTRG_04926	CPAR2_805430	CAGL0B04829g	myID2873
C7_00260C_A	CTRG_04930	CPAR2_300640	CAGL0D05852g	myID2874
C7_00230W_A	CTRG_04933	CPAR2_300690	CAGL0D03036g	myID2875
C7_00210C_A	CTRG_04935	CPAR2_300710	CAGL0G07755g	myID2876
C7_00180W_A	CTRG_04938	CPAR2_300200	CAGL0I06138g	myID2877
C7_00120W_A	CTRG_04942	CPAR2_300140	CAGL0M12661g	myID2878
C7_00130W_A	CTRG_04943	CPAR2_300150	CAGL0H07733g	myID2879
C7_00140C_A	CTRG_04944	CPAR2_300160	CAGL0H07755g	myID2880
C7_00150W_A	CTRG_04945	CPAR2_300170	CAGL0L05478g	myID2881
C7_00160C_A	CTRG_04946	CPAR2_300180	CAGL0L05500g	myID2882
C7_00080C_A	CTRG_04949	CPAR2_300100	CAGL0M01628g	myID2883
C7_00020C_A	CTRG_04953	CPAR2_300040	CAGL0L07788g	myID2884
C7_00050C_A	CTRG_04956	CPAR2_300070	CAGL0L11924g	myID2885
C7_00060C_A	CTRG_04957	CPAR2_300080	CAGL0L11902g	myID2886
C7_00070C_A	CTRG_04958	CPAR2_300090	CAGL0K10230g	myID2887
C7_01600W_A	CTRG_04960	CPAR2_300990	CAGL0I06534g	myID2888
C7_01580W_A	CTRG_04962	CPAR2_300970	CAGL0H05071g	myID2889
C7_01550W_A	CTRG_04965	CPAR2_703220	CAGL0I06512g	myID2890
C7_04310C_A	CTRG_04972	CPAR2_703500	CAGL0K08844g	myID2891
C7_04300W_A	CTRG_04973	CPAR2_703510	CAGL0L04774g	myID2892
C7_04290W_A	CTRG_04974	CPAR2_703520	CAGL0I10538g	myID2893
C7_04260W_A	CTRG_04976	CPAR2_703550	CAGL0G02255g	myID2894
C7_04240C_A	CTRG_04978	CPAR2_300780	CAGL0H02453g	myID2895
C7_04230W_A	CTRG_04979	CPAR2_300790	CAGL0L07480g	myID2896
C7_04200C_A	CTRG_04981	CPAR2_300810	CAGL0K00473g	myID2897
C7_04190C_A	CTRG_04982	CPAR2_300820	CAGL0H02937g	myID2898
C7_02840C_A	CTRG_04983	CPAR2_703970	CAGL0M07656g	myID2899
C7_01520W_A	CTRG_04985	CPAR2_300730	CAGL0G03927g	myID2900
C7_02890C_A	CTRG_04990	CPAR2_704010	CAGL0L07216g	myID2901
C7_02930C_A	CTRG_04992	CPAR2_703460	CAGL0A01958g	myID2902
C7_02940C_A	CTRG_04993	CPAR2_703470	CAGL0A01980g	myID2903
C7_02950C_A	CTRG_04994	CPAR2_703480	CAGL0E04576g	myID2904
C7_02860C_A	CTRG_04997	CPAR2_704000	CAGL0J02486g	myID2905
C7_02870C_A	CTRG_04998	CPAR2_703980	CAGL0H06897g	myID2906
C7_02650W_A	CTRG_04999	CPAR2_703100	CAGL0L04180g	myID2907
C7_02660C_A	CTRG_05000	CPAR2_703110	CAGL0L13024g	myID2908
C7_02670W_A	CTRG_05001	CPAR2_703120	CAGL0L04158g	myID2909
C7_02680W_A	CTRG_05002	CPAR2_703130	CAGL0K09592g	myID2910
C7_02690C_A	CTRG_05003	CPAR2_703140	CAGL0L13068g	myID2911
C7_02510W_A	CTRG_05004	CPAR2_702830	CAGL0G03465g	myID2912
C7_02530C_A	CTRG_05006	CPAR2_702850	CAGL0C01815g	myID2913
C7_02030W_A	CTRG_05008	CPAR2_703150	CAGL0L00495g	myID2914
C7_02020W_A	CTRG_05009	CPAR2_703160	CAGL0L10692g	myID2915
C7_02300W_A	CTRG_05014	CPAR2_702810	CAGL0A02431g	myID2916
C7_02380C_A	CTRG_05018	CPAR2_702740	CAGL0E01177g	myID2917
C7_02320W_A	CTRG_05021	CPAR2_702800	CAGL0E01001g	myID2918
C7_02330W_A	CTRG_05023	CPAR2_702790	CAGL0L06402g	myID2919
C7_02340C_A	CTRG_05025	CPAR2_702780	CAGL0E00979g	myID2920
C7_02350C_A	CTRG_05026	CPAR2_702770	CAGL0M11770g	myID2921
C7_01760C_A	CTRG_05032	CPAR2_702510	CAGL0M02629g	myID2922
C7_01780W_A	CTRG_05034	CPAR2_702550	CAGL0M02607g	myID2923
C7_01790C_A	CTRG_05035	CPAR2_702560	CAGL0M02695g	myID2924
C7_01750W_A	CTRG_05036	CPAR2_702500	CAGL0J04004g	myID2925
C7_00580C_A	CTRG_05037	CPAR2_301070	CAGL0F02343g	myID2926
C7_00570W_A	CTRG_05038	CPAR2_301060	CAGL0J01848g	myID2927
C7_00560C_A	CTRG_05039	CPAR2_301050	CAGL0J00209g	myID2928
C7_00550C_A	CTRG_05040	CPAR2_301040	CAGL0L04532g	myID2929
C7_02240W_A	CTRG_05042	CPAR2_301150	CAGL0G05566g	myID2930
C7_02200W_A	CTRG_05044	CPAR2_301170	CAGL0G05401g	myID2931
C7_02180C_A	CTRG_05045	CPAR2_301180	CAGL0I02772g	myID2932
C7_02170C_A	CTRG_05046	CPAR2_301190	CAGL0H10472g	myID2933
C7_02150C_A	CTRG_05048	CPAR2_301210	CAGL0F06501g	myID2934
C7_02130W_A	CTRG_05050	CPAR2_301220	CAGL0H10450g	myID2935
C7_02110W_A	CTRG_05051	CPAR2_301240	CAGL0J01529g	myID2936
C7_02040C_A	CTRG_05054	CPAR2_301340	CAGL0H02959g	myID2937
C7_02050C_A	CTRG_05055	CPAR2_301280	CAGL0M03113g	myID2938
C7_02060W_A	CTRG_05056	CPAR2_301270	CAGL0M03091g	myID2939
C7_00600C_A	CTRG_05059	CPAR2_301090	CAGL0L04488g	myID2940
C7_02120C_A	CTRG_05060	CPAR2_301230	CAGL0M08382g	myID2941
C7_00610C_A	CTRG_05061	CPAR2_301100	CAGL0C01969g	myID2942
C7_00620W_A	CTRG_05062	CPAR2_301110	CAGL0C01947g	myID2943
C7_00660W_A	CTRG_05063	CPAR2_301020	CAGL0H04037g	myID2944
C7_01740C_A	CTRG_05064	CPAR2_702580	CAGL0E03872g	myID2945
C7_00690W_A	CTRG_05067	CPAR2_703290	CAGL0L03806g	myID2946
C7_00700W_A	CTRG_05068	CPAR2_703300	CAGL0L03828g	myID2947
C7_00720W_A	CTRG_05069	CPAR2_702280	CAGL0H07711g	myID2948
C7_00730W_A	CTRG_05070	CPAR2_702260	CAGL0K08668g	myID2949
C7_00740W_A	CTRG_05071	CPAR2_702250	CAGL0K12562g	myID2950
C7_02090C_A	CTRG_05074	CPAR2_301250	CAGL0K04411g	myID2951
C7_01730C_A	CTRG_05075	CPAR2_702590	CAGL0M09207g	myID2952
C7_01720W_A	CTRG_05076	CPAR2_702600	CAGL0K05401g	myID2953
C7_01700W_A	CTRG_05078	CPAR2_702620	CAGL0J04158g	myID2954
C7_01660C_A	CTRG_05082	CPAR2_805310	CAGL0D03938g	myID2955
C7_01650W_A	CTRG_05083	CPAR2_805300	CAGL0B04587g	myID2956
C7_01640W_A	CTRG_05084	CPAR2_805290	CAGL0J10186g	myID2957
C7_01630W_A	CTRG_05085	CPAR2_805280	CAGL0J10208g	myID2958
C7_01620C_A	CTRG_05090	CPAR2_300840	CAGL0D06050g	myID2959
C7_02550C_A	CTRG_05091	CPAR2_703050	CAGL0L13046g	myID2960
C7_02570C_A	CTRG_05093	CPAR2_703070	CAGL0K09724g	myID2961
C7_02630W_A	CTRG_05094	CPAR2_703080	CAGL0C02673g	myID2962
C7_02640W_A	CTRG_05095	CPAR2_703090	CAGL0L04048g	myID2963
C7_02790C_A	CTRG_05098	CPAR2_702240	CAGL0L07348g	myID2964
C7_02780W_A	CTRG_05099	CPAR2_702230	CAGL0J05346g	myID2965
C7_02770W_A	CTRG_05100	CPAR2_805640	CAGL0I04818g	myID2966
C7_01440W_A	CTRG_05103	CPAR2_805530	CAGL0M12232g	myID2967
C7_01450C_A	CTRG_05104	CPAR2_805540	CAGL0K09966g	myID2968
C7_01470C_A	CTRG_05106	CPAR2_805610	CAGL0H06105g	myID2969
C7_01480W_A	CTRG_05107	CPAR2_805600	CAGL0E02497g	myID2970
C7_02810W_A	CTRG_05111	CPAR2_805590	CAGL0A04433g	myID2971
C7_01890C_A	CTRG_05112	CPAR2_301560	CAGL0J10179g	myID2972
C7_01880C_A	CTRG_05113	CPAR2_301550	CAGL0G08910g	myID2973
C7_01870W_A	CTRG_05114	CPAR2_805320	CAGL0J10230g	myID2974
C7_01800C_A	CTRG_05115	CPAR2_703030	CAGL0L10758g	myID2975
C7_01810W_A	CTRG_05116	CPAR2_805480	CAGL0H01001g	myID2976
C7_01820C_A	CTRG_05117	CPAR2_805470	CAGL0E06204g	myID2977
C7_01830W_A	CTRG_05118	CPAR2_805460	CAGL0E06182g	myID2978
C7_01840W_A	CTRG_05119	CPAR2_805450	CAGL0H00891g	myID2979
C7_01850C_A	CTRG_05120	CPAR2_805440	CAGL0J04818g	myID2980
C7_03610C_A	CTRG_05122	CPAR2_703870	CAGL0I07535g	myID2981
C7_03630C_A	CTRG_05124	CPAR2_703850	CAGL0H06127g	myID2982
C7_03640C_A	CTRG_05125	CPAR2_703840	CAGL0L08030g	myID2983
C7_03650W_A	CTRG_05126	CPAR2_703830	CAGL0I09009g	myID2984
C7_03370C_A	CTRG_05132	CPAR2_704050	CAGL0L05522g	myID2985
C7_03380W_A	CTRG_05133	CPAR2_704040	CAGL0A04389g	myID2986
C7_03390C_A	CTRG_05134	CPAR2_704030	CAGL0I04906g	myID2987
C7_03400C_A	CTRG_05135	CPAR2_703690	CAGL0J04928g	myID2988
C7_03360W_A	CTRG_05137	CPAR2_703710	CAGL0M13651g	myID2989
C7_03350C_A	CTRG_05139	CPAR2_703660	CAGL0J09394g	myID2990
C7_03330C_A	CTRG_05141	CPAR2_703640	CAGL0I09284g	myID2991
C7_03320C_A	CTRG_05142	CPAR2_703630	CAGL0J07524g	myID2992
C7_03710C_A	CTRG_05145	CPAR2_703350	CAGL0A01177g	myID2993
C7_03490W_A	CTRG_05146	CPAR2_703680	CAGL0C05489g	myID2994
C7_03590C_A	CTRG_05148	CPAR2_703330	CAGL0J00495g	myID2995
C7_03530C_A	CTRG_05149	CPAR2_703740	CAGL0I01364g	myID2996
C7_03520W_A	CTRG_05150	CPAR2_703730	CAGL0A01716g	myID2997
C7_04050W_A	CTRG_05153	CPAR2_702330	CAGL0H04499g	myID2998
C7_04040C_A	CTRG_05154	CPAR2_702320	CAGL0L02805g	myID2999
C7_04020C_A	CTRG_05156	CPAR2_702390	CAGL0M14003g	myID3000
C7_04010W_A	CTRG_05157	CPAR2_702380	CAGL0G04917g	myID3001
C7_03670W_A	CTRG_05158	CPAR2_703810	CAGL0A02112g	myID3002
C7_03660C_A	CTRG_05159	CPAR2_703820	CAGL0A02090g	myID3003
C7_03830C_A	CTRG_05164	CPAR2_805570	CAGL0C00451g	myID3004
C7_03790W_A	CTRG_05166	CPAR2_805560	CAGL0H03883g	myID3005
C7_03800W_A	CTRG_05167	CPAR2_805670	CAGL0B04697g	myID3006
C7_03810W_A	CTRG_05168	CPAR2_805680	CAGL0J07656g	myID3007
C7_01940C_A	CTRG_05169	CPAR2_703450	CAGL0G04433g	myID3008
C7_01920W_A	CTRG_05171	CPAR2_703430	CAGL0E04598g	myID3009
C7_03700C_A	CTRG_05175	CPAR2_703340	CAGL0C01639g	myID3010
C7_03570W_A	CTRG_05176	CPAR2_703790	CAGL0I08987g	myID3011
C7_03540C_A	CTRG_05179	CPAR2_703750	CAGL0E03069g	myID3012
C7_03840W_A	CTRG_05180	CPAR2_805580	CAGL0M03553g	myID3013
C7_03850W_A	CTRG_05181	CPAR2_703960	CAGL0J11066g	myID3014
C7_03860W_A	CTRG_05182	CPAR2_703940	CAGL0B03619g	myID3015
C7_03500W_A	CTRG_05184	CPAR2_703670	CAGL0K04939g	myID3016
C7_03990C_A	CTRG_05186	CPAR2_702360	CAGL0H07931g	myID3017
C7_03980W_A	CTRG_05187	CPAR2_702350	CAGL0H07953g	myID3018
C7_03940C_A	CTRG_05190	CPAR2_702460	CAGL0J08822g	myID3019
C7_03930C_A	CTRG_05191	CPAR2_702420	CAGL0M12727g	myID3020
C7_03920C_A	CTRG_05192	CPAR2_702440	CAGL0J06374g	myID3021
C7_03910W_A	CTRG_05193	CPAR2_702450	CAGL0L11176g	myID3022
C7_03890C_A	CTRG_05194	CPAR2_703910	CAGL0M06545g	myID3023
C7_03870W_A	CTRG_05196	CPAR2_703930	CAGL0I00352g	myID3024
C7_03280C_A	CTRG_05203	CPAR2_704080	CAGL0K10824g	myID3025
C7_03250C_A	CTRG_05206	CPAR2_704110	CAGL0B00704g	myID3026
C7_03240W_A	CTRG_05207	CPAR2_704120	CAGL0B00748g	myID3027
C7_03200C_A	CTRG_05210	CPAR2_704150	CAGL0D04004g	myID3028
C7_03130C_A	CTRG_05212	CPAR2_704170	CAGL0J03894g	myID3029
C7_03120W_A	CTRG_05213	CPAR2_704180	CAGL0J05016g	myID3030
C7_02960C_A	CTRG_05214	CPAR2_704190	CAGL0M10747g	myID3031
C7_02970W_A	CTRG_05215	CPAR2_704200	CAGL0M10769g	myID3032
C7_02980C_A	CTRG_05217	CPAR2_704210	CAGL0D05764g	myID3033
C7_02990W_A	CTRG_05218	CPAR2_704220	CAGL0L03520g	myID3034
C7_03000C_A	CTRG_05219	CPAR2_704230	CAGL0L03542g	myID3035
C7_03020C_A	CTRG_05221	CPAR2_704250	CAGL0J11484g	myID3036
C7_03050W_A	CTRG_05224	CPAR2_704290	CAGL0L03564g	myID3037
C7_03070C_A	CTRG_05226	CPAR2_704300	CAGL0D03168g	myID3038
C7_03080W_A	CTRG_05227	CPAR2_704310	CAGL0D05676g	myID3039
C5_00060C_A	CTRG_05228	CPAR2_502420	CAGL0B01859g	myID3040
C5_00070W_A	CTRG_05229	CPAR2_502350	CAGL0F00275g	myID3041
C5_00080C_A	CTRG_05230	CPAR2_502330	CAGL0M12903g	myID3042
C5_00090C_A	CTRG_05233	CPAR2_502320	CAGL0M12969g	myID3043
C5_00110C_A	CTRG_05234	CPAR2_502300	CAGL0M12991g	myID3044
C5_00130C_A	CTRG_05235	CPAR2_302710	CAGL0M08338g	myID3045
C5_00140C_A	CTRG_05236	CPAR2_302700	CAGL0G05962g	myID3046
C5_00150C_A	CTRG_05237	CPAR2_302670	CAGL0J11440g	myID3047
C5_00180W_A	CTRG_05240	CPAR2_302660	CAGL0M09823g	myID3048
C5_00190C_A	CTRG_05241	CPAR2_302650	CAGL0D00528g	myID3049
C5_00200C_A	CTRG_05242	CPAR2_304210	CAGL0C02541g	myID3050
C5_00210C_A	CTRG_05243	CPAR2_304220	CAGL0D00638g	myID3051
C5_00220W_A	CTRG_05244	CPAR2_304230	CAGL0K06963g	myID3052
C5_00240W_A	CTRG_05246	CPAR2_304240	CAGL0F09097g	myID3053
C5_00250C_A	CTRG_05247	CPAR2_304250	CAGL0F05093g	myID3054
C5_00260W_A	CTRG_05248	CPAR2_304260	CAGL0D00550g	myID3055
C5_00270W_A	CTRG_05249	CPAR2_302620	CAGL0J11462g	myID3056
C5_00300C_A	CTRG_05250	CPAR2_304190	CAGL0L12188g	myID3057
C5_00290W_A	CTRG_05251	CPAR2_304200	CAGL0M09911g	myID3058
C5_00280C_A	CTRG_05252	CPAR2_302630	CAGL0I06336g	myID3059
C5_00320W_A	CTRG_05254	CPAR2_304170	CAGL0B01793g	myID3060
C5_00330C_A	CTRG_05255	CPAR2_304160	CAGL0L12210g	myID3061
C5_00350C_A	CTRG_05257	CPAR2_304140	CAGL0L12276g	myID3062
C5_00420C_A	CTRG_05261	CPAR2_304090	CAGL0M10329g	myID3063
C5_00430W_A	CTRG_05262	CPAR2_304080	CAGL0L02321g	myID3064
C5_00440C_A	CTRG_05263	CPAR2_304070	CAGL0K02827g	myID3065
C5_00480C_A	CTRG_05264	CPAR2_304030	CAGL0J10450g	myID3066
C5_00460C_A	CTRG_05266	CPAR2_304050	CAGL0J08481g	myID3067
C5_00590W_A	CTRG_05268	CPAR2_303940	CAGL0F04213g	myID3068
C5_00570W_A	CTRG_05269	CPAR2_303950	CAGL0L11814g	myID3069
C5_00560W_A	CTRG_05270	CPAR2_303960	CAGL0G08063g	myID3070
C5_00500W_A	CTRG_05276	CPAR2_304020	CAGL0D04312g	myID3071
C5_00490C_A	CTRG_05277	CPAR2_304010	CAGL0J10428g	myID3072
C5_00620W_A	CTRG_05279	CPAR2_303700	CAGL0E04246g	myID3073
C5_00630C_A	CTRG_05280	CPAR2_303710	CAGL0H08085g	myID3074
C5_00650C_A	CTRG_05282	CPAR2_303730	CAGL0J00649g	myID3075
C5_00660C_A	CTRG_05283	CPAR2_303740	CAGL0E04334g	myID3076
C5_00680W_A	CTRG_05285	CPAR2_303760	CAGL0K06457g	myID3077
C5_00690C_A	CTRG_05286	CPAR2_303770	CAGL0K06369g	myID3078
C5_00700C_A	CTRG_05287	CPAR2_303930	CAGL0H02607g	myID3079
C5_01930W_A	CTRG_05288	CPAR2_303430	CAGL0K01573g	myID3080
C5_01920C_A	CTRG_05289	CPAR2_303440	CAGL0C05269g	myID3081
C5_01640W_A	CTRG_05290	CPAR2_303680	CAGL0J00671g	myID3082
C5_01650C_A	CTRG_05291	CPAR2_303670	CAGL0J00693g	myID3083
C5_01690C_A	CTRG_05293	CPAR2_303650	CAGL0G04367g	myID3084
C5_01700W_A	CTRG_05294	CPAR2_303640	CAGL0J09856g	myID3085
C5_01720C_A	CTRG_05296	CPAR2_303620	CAGL0F02497g	myID3086
C5_01780W_A	CTRG_05298	CPAR2_303560	CAGL0L02277g	myID3087
C5_01760C_A	CTRG_05300	CPAR2_303580	CAGL0J08140g	myID3088
C5_01770C_A	CTRG_05301	CPAR2_303570	CAGL0K02849g	myID3089
C5_01810W_A	CTRG_05304	CPAR2_303540	CAGL0K02585g	myID3090
C5_01820W_A	CTRG_05305	CPAR2_303530	CAGL0H08195g	myID3091
C5_01840C_A	CTRG_05307	CPAR2_303510	CAGL0I07755g	myID3092
C5_01870W_A	CTRG_05309	CPAR2_303490	CAGL0C05313g	myID3093
C5_01890W_A	CTRG_05311	CPAR2_303470	CAGL0E02167g	myID3094
C5_01960C_A	CTRG_05312	CPAR2_303810	CAGL0G06402g	myID3095
C5_01970C_A	CTRG_05313	CPAR2_303780	CAGL0M11968g	myID3096
C5_01980C_A	CTRG_05314	CPAR2_100430	CAGL0H03597g	myID3097
C5_02000C_A	CTRG_05320	CPAR2_101620	CAGL0J04268g	myID3098
C5_02010C_A	CTRG_05321	CPAR2_101600	CAGL0K07700g	myID3099
C5_02020C_A	CTRG_05322	CPAR2_101590	CAGL0C02805g	myID3100
C5_02030W_A	CTRG_05323	CPAR2_101580	CAGL0K08866g	myID3101
C5_02040W_A	CTRG_05324	CPAR2_101570	CAGL0F03685g	myID3102
C5_02050W_A	CTRG_05327	CPAR2_101560	CAGL0B01551g	myID3103
C5_02070C_A	CTRG_05330	CPAR2_101660	CAGL0C03355g	myID3104
C5_01060C_A	CTRG_05332	CPAR2_501820	CAGL0L10846g	myID3105
C5_01020C_A	CTRG_05334	CPAR2_501845	CAGL0L07942g	myID3106
C5_00950C_A	CTRG_05338	CPAR2_100550	CAGL0F09119g	myID3107
C5_00940C_A	CTRG_05339	CPAR2_100540	CAGL0K09900g	myID3108
C5_00930C_A	CTRG_05340	CPAR2_100530	CAGL0B01100g	myID3109
C5_00920W_A	CTRG_05341	CPAR2_100520	CAGL0K07854g	myID3110
C5_00900C_A	CTRG_05343	CPAR2_100500	CAGL0J04598g	myID3111
C5_00860W_A	CTRG_05348	CPAR2_100450	CAGL0F05951g	myID3112
C5_00840W_A	CTRG_05350	CPAR2_303340	CAGL0J07854g	myID3113
C5_00830C_A	CTRG_05351	CPAR2_303350	CAGL0M11946g	myID3114
C5_00820W_A	CTRG_05352	CPAR2_303360	CAGL0J07832g	myID3115
C5_00790C_A	CTRG_05353	CPAR2_303370	CAGL0J07810g	myID3116
C5_00780C_A	CTRG_05354	CPAR2_303380	CAGL0J07876g	myID3117
C5_00770C_A	CTRG_05355	CPAR2_303390	CAGL0J07920g	myID3118
C5_00760W_A	CTRG_05356	CPAR2_303400	CAGL0M03641g	myID3119
C5_01950C_A	CTRG_05357	CPAR2_303410	CAGL0M03663g	myID3120
C5_01940W_A	CTRG_05358	CPAR2_303420	CAGL0C05291g	myID3121
C5_01080C_A	CTRG_05360	CPAR2_303820	CAGL0G06380g	myID3122
C5_01100C_A	CTRG_05363	CPAR2_303840	CAGL0M11990g	myID3123
C5_01110W_A	CTRG_05364	CPAR2_303850	CAGL0J01485g	myID3124
C5_01130W_A	CTRG_05366	CPAR2_303860	CAGL0M12012g	myID3125
C5_01140C_A	CTRG_05367	CPAR2_303870	CAGL0D02310g	myID3126
C5_01170W_A	CTRG_05368	CPAR2_303880	CAGL0E02189g	myID3127
C5_01180W_A	CTRG_05369	CPAR2_303890	CAGL0M03619g	myID3128
C5_01200W_A	CTRG_05372	CPAR2_303910	CAGL0B04411g	myID3129
C5_01210W_A	CTRG_05373	CPAR2_303920	CAGL0L02299g	myID3130
C5_01230C_A	CTRG_05375	CPAR2_302570	CAGL0K03289g	myID3131
C5_01240W_A	CTRG_05376	CPAR2_302580	CAGL0M10307g	myID3132
