orf19.6103	CAWG_01357	CD36_00100	CTRG1_04282	CTRG_04282	---	---	---	---	---	DEHA2A13332g	PICST_28175	CANTEDRAFT_114386	SPAPADRAFT_53067	PGUG_01091	CLUG_03452	B9J08_001269	YER046W
orf19.7193	CAWG_05719	CD36_73580	CTRG1_05194	CTRG_05194	CPAR2_703910	CMET_1582	CORT1G04070	CORT0G04070	---	DEHA2D06226g	PICST_47873	CANTEDRAFT_135859	SPAPADRAFT_158073	PGUG_05087	CLUG_04242	---	YKL124W
orf19.7192	CAWG_05720	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7190	CAWG_05721	CD36_73590	CTRG1_05193	CTRG_05193	CPAR2_702450	CMET_1711	CORT1G02630	CORT0G02630	LELG_05062	DEHA2G16324g	PICST_35111	CANTEDRAFT_91890	SPAPADRAFT_63635	PGUG_04487	CLUG_02152	B9J08_005256	YML060W
orf19.7188	CAWG_05722	CD36_73600	CTRG1_05192	CTRG_05192	CPAR2_702440	CMET_1710	CORT1G02620	CORT0G02620	LELG_05063	DEHA2G24178g	PICST_76243	---	SPAPADRAFT_63678	PGUG_04057	CLUG_05370	B9J08_000209	YDL130W
orf19.7187	CAWG_05723	CD36_73610	CTRG1_05191	CTRG_05191	CPAR2_702420	CMET_1725	CORT1G02600	CORT0G02600	LELG_05066	DEHA2G24156g	PICST_55368	CANTEDRAFT_95993	SPAPADRAFT_57528	PGUG_04058	CLUG_02224	B9J08_004163	YIL070C
orf19.425	CAWG_00861	CD36_05130	CTRG1_04542	CTRG_04542	CPAR2_107730	CMET_5463	CORT1B08920	CORT0B08920	LELG_01744	DEHA2A02288g	PICST_28388	CANTEDRAFT_108011	SPAPADRAFT_58571	PGUG_01584	CLUG_02211	B9J08_004519	YOL114C
orf19.7186	CAWG_05724	CD36_73620	CTRG1_05190	CTRG_05190	CPAR2_702460	---	CORT1G02640	CORT0G02640	LELG_05067	DEHA2G24134g	PICST_82085	CANTEDRAFT_137024	SPAPADRAFT_63680	PGUG_04059	CLUG_02223	B9J08_004162	YLR210W
orf19.7185	CAWG_05725	CD36_73630	CTRG1_05189	CTRG_05189	CPAR2_805330	CMET_918	CORT1H01680	CORT0H01680	LELG_05061	DEHA2G16544g	PICST_40760	CANTEDRAFT_119330	SPAPADRAFT_63634	PGUG_04514	CLUG_03883	B9J08_000281	---
orf19.7184	CAWG_05726	CD36_73640	CTRG1_05188	CTRG_05188	CPAR2_702340	---	CORT1G02520	CORT0G02520	LELG_05043	DEHA2G16566g	PICST_41822	CANTEDRAFT_112965	SPAPADRAFT_144102	PGUG_04515	CLUG_03882	B9J08_000280	---
orf19.7183	CAWG_05727	CD36_73650	CTRG1_05187	CTRG_05187	CPAR2_702350	CMET_1719	CORT1G02530	CORT0G02530	LELG_05042	DEHA2G16588g	PICST_88102	CANTEDRAFT_112964	SPAPADRAFT_144043	PGUG_04516	CLUG_03881	B9J08_000279	YGL231C
orf19.7182	CAWG_05728	CD36_73660	CTRG1_05186	CTRG_05186	CPAR2_702360	CMET_1720	CORT1G02540	CORT0G02540	LELG_05041	DEHA2G16610g	PICST_12788	CANTEDRAFT_97162	SPAPADRAFT_158333	PGUG_04517	CLUG_03880	B9J08_000278	YGL232W
orf19.7181	CAWG_05729	CD36_73670	CTRG1_05185	CTRG_05185	CPAR2_702370	---	CORT1G02550	CORT0G02550	LELG_05040	DEHA2G16632g	PICST_29961	CANTEDRAFT_119320	SPAPADRAFT_52853	PGUG_04518	CLUG_03879	B9J08_000277	---
orf19.7179	CAWG_05730	CD36_73680	CTRG1_05157	CTRG_05157	CPAR2_702380	CMET_1721	CORT1G02560	CORT0G02560	LELG_05039	DEHA2G16654g	PICST_87680	CANTEDRAFT_102936	SPAPADRAFT_63632	PGUG_04519	CLUG_03878	B9J08_000276	YLR369W
orf19.7178	CAWG_05731	CD36_73690	CTRG1_05156	CTRG_05156	CPAR2_702390	CMET_1722	CORT1G02570	CORT0G02570	LELG_05038	DEHA2G16676g	PICST_55136	CANTEDRAFT_112962	SPAPADRAFT_144621	PGUG_04520	CLUG_03877	B9J08_000275	YMR314W
orf19.7177	CAWG_05732	CD36_73700	CTRG1_05155	CTRG_05155	---	---	---	---	---	DEHA2G23848g	PICST_87941	CANTEDRAFT_126120	SPAPADRAFT_144527	PGUG_04069	CLUG_03160	B9J08_001992	YPL125W
orf19.7176	CAWG_05733	CD36_73710	CTRG1_05154	CTRG_05154	CPAR2_702320	CMET_1738	CORT1G02500	CORT0G02500	LELG_04030	DEHA2G23870g	PICST_87669	CANTEDRAFT_115801	SPAPADRAFT_63630	PGUG_04068	CLUG_03161	B9J08_001991	YOR209C
orf19.424	CAWG_00860	CD36_05140	CTRG1_04543	CTRG_04543	CPAR2_107720	CMET_5462	CORT1B08910	CORT0B08910	LELG_01743	DEHA2A02310g	PICST_52530	CANTEDRAFT_115809	SPAPADRAFT_58572	---	CLUG_02210	B9J08_004518	---
orf19.7175	CAWG_05734	CD36_73720	CTRG1_05153	CTRG_05153	CPAR2_702330	CMET_1718	CORT1G02510	CORT0G02510	LELG_05037	DEHA2G22242g	PICST_62909	CANTEDRAFT_119689	SPAPADRAFT_144677	PGUG_00073	CLUG_03178	B9J08_001957	YMR161W
orf19.7173	CAWG_05735	CD36_73730	CTRG1_05152	CTRG_05152	CPAR2_702310	CMET_1739	CORT1G02490	CORT0G02490	LELG_04029	---	---	---	SPAPADRAFT_68915	---	---	---	---
orf19.7170	CAWG_05736	CD36_73740	CTRG1_05151	CTRG_05151	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7167	---	CD36_73750	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7166	CAWG_05738	CD36_73760	CTRG1_05183	CTRG_05183	CPAR2_702300	CMET_1740	CORT1G02480	CORT0G02480	LELG_05036	DEHA2F22770g	PICST_47288	CANTEDRAFT_112414	SPAPADRAFT_63713	PGUG_00405	CLUG_04426	B9J08_003289	---
orf19.7165	CAWG_05739	CD36_73770	CTRG1_04017	CTRG_04017	CPAR2_702990	CMET_1681	CORT1G03120	CORT0G03120	LELG_05044	DEHA2D10274g	PICST_29906	CANTEDRAFT_101353	SPAPADRAFT_63695	cgui_CGOB_00182	CLUG_00989	B9J08_004924	---
orf19.7164	CAWG_05740	CD36_73780	CTRG1_04016	CTRG_04016	CPAR2_702870	CMET_1691	CORT1G02980	CORT0G02980	LELG_05051	DEHA2D10296g	PICST_40723	CANTEDRAFT_96845	SPAPADRAFT_63693	PGUG_04675	CLUG_00990	B9J08_004923	YPL236C
orf19.7163	CAWG_05741	CD36_73790	CTRG1_04015	CTRG_04015	CPAR2_702880	CMET_1685	CORT1G02990	CORT0G02990	LELG_05050	DEHA2D10318g	psti_CGOB_00030	CANTEDRAFT_92070	SPAPADRAFT_63692	PGUG_04674	CLUG_00991	B9J08_004922	---
orf19.7161	CAWG_05742	CD36_73800	CTRG1_04014	CTRG_04014	CPAR2_702890	CMET_1686	CORT1G03000	CORT0G03000	LELG_05049	DEHA2D10340g	PICST_81624	CANTEDRAFT_112604	SPAPADRAFT_144780	PGUG_04673	CLUG_00993	B9J08_004921	YPL237W
orf19.7160	CAWG_05743	CD36_73810	CTRG1_04013	CTRG_04013	CPAR2_702900	CMET_1687	CORT1G03010	CORT0G03010	LELG_05048	DEHA2D10362g	PICST_40417	CANTEDRAFT_112603	SPAPADRAFT_63687	PGUG_04672	CLUG_00994	B9J08_004920	YPL239W
orf19.6053	CAWG_01318	CD36_00480	CTRG1_04355	CTRG_04355	CPAR2_110410	CMET_73	CORT1B11520	CORT0B11520	LELG_01328	DEHA2D09130g	PICST_78698	CANTEDRAFT_132094	SPAPADRAFT_57841	PGUG_04722	CLUG_04481	B9J08_003232	YLR299W
orf19.423	CAWG_00859	CD36_05150	CTRG1_04544	CTRG_04544	CPAR2_107710	---	CORT1B08900	CORT0B08900	LELG_01742	DEHA2A02332g	PICST_52382	CANTEDRAFT_115810	SPAPADRAFT_58573	---	CLUG_02209	B9J08_004517	YOL149W
orf19.7159	CAWG_05744	CD36_73820	CTRG1_04012	CTRG_04012	CPAR2_702910	CMET_1688	CORT1G03020	CORT0G03020	LELG_05047	DEHA2D10384g	PICST_55575	CANTEDRAFT_118349	SPAPADRAFT_144558	PGUG_04671	CLUG_00995	B9J08_004919	YMR185W
orf19.7158	CAWG_05745	CD36_73830	CTRG1_04011	CTRG_04011	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7157	CAWG_05746	CD36_73840	CTRG1_04021	CTRG_04021	CPAR2_702860	---	CORT1G02970	CORT0G02970	LELG_05056	DEHA2D10142g	PICST_29900	CANTEDRAFT_92076	SPAPADRAFT_158132	PGUG_04680	---	B9J08_004929	---
orf19.7156	CAWG_05747	CD36_73850	CTRG1_05500	CTRG_05500	CPAR2_805420	CMET_908	CORT1H01780	CORT0H01780	LELG_05035	DEHA2D10076g	PICST_35069	CANTEDRAFT_102096	SPAPADRAFT_144520	PGUG_04686	CLUG_00982	B9J08_004931	---
orf19.7154	CAWG_05748	CD36_73860	CTRG1_04982	CTRG_04982	CPAR2_300820	CMET_998	CORT1H00840	CORT0H00840	LELG_05578	DEHA2F16170g	PICST_60468	CANTEDRAFT_92763	SPAPADRAFT_144330	PGUG_04177	CLUG_05706	B9J08_005426	YJL069C
orf19.7153	CAWG_05749	CD36_73870	CTRG1_04981	CTRG_04981	CPAR2_300810	CMET_999	CORT1H00830	CORT0H00830	LELG_05576	DEHA2F16192g	PICST_89506	CANTEDRAFT_120111	SPAPADRAFT_53011	PGUG_04176	CLUG_05705	B9J08_005427	YKL205W
orf19.7152	CAWG_05750	CD36_73880	CTRG1_04980	CTRG_04980	CPAR2_300800	CMET_1000	CORT1H00820	CORT0H00820	LELG_05575	DEHA2F16236g	PICST_59891	CANTEDRAFT_113302	SPAPADRAFT_63800	PGUG_04175	CLUG_05701	B9J08_005428	---
orf19.7151	CAWG_05751	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7150	CAWG_05752	CD36_73890	CTRG1_04979	CTRG_04979	CPAR2_300790	CMET_1001	CORT1H00800	CORT0H00800	LELG_05572	DEHA2F16258g	PICST_32504	CANTEDRAFT_113769	SPAPADRAFT_63801	PGUG_04174	CLUG_05697	B9J08_005429	YBR066C
orf19.7149	CAWG_05753	CD36_73900	CTRG1_04978	CTRG_04978	CPAR2_300780	CMET_1002	CORT1H00790	CORT0H00790	LELG_05570	DEHA2F16280g	PICST_32505	CANTEDRAFT_134312	SPAPADRAFT_63802	PGUG_03780	CLUG_02593	B9J08_003144	YMR258C
orf19.422	CAWG_00858	CD36_05160	CTRG1_04545	CTRG_04545	CPAR2_107700	CMET_5461	CORT1B08890	CORT0B08890	LELG_01740	DEHA2A02354g	PICST_28393	---	SPAPADRAFT_69613	PGUG_01585	CLUG_02208	B9J08_004516	YOL148C
orf19.7148	CAWG_05754	CD36_73910	CTRG1_04977	CTRG_04977	CPAR2_300770	CMET_1003	CORT1H00780	CORT0H00780	LELG_05569	---	---	---	---	---	---	---	---
orf19.7144	CAWG_05755	CD36_73920	CTRG1_04976	CTRG_04976	CPAR2_703550	CMET_1604	CORT1G03730	CORT0G03730	LELG_05154	DEHA2C03432g	PICST_48738	CANTEDRAFT_128081	SPAPADRAFT_63549	PGUG_05815	CLUG_04018	B9J08_002701	YKR084C
orf19.7141	CAWG_05756	CD36_73930	CTRG1_CGOB_00007	ctro_CGOB_00007	CPAR2_703540	CMET_1603	CORT1G03720	CORT0G03720	LELG_05153	DEHA2C03410g	PICST_61747	CANTEDRAFT_100014	SPAPADRAFT_144549	PGUG_05816	CLUG_04019	B9J08_002702	YOR075W
orf19.7140	CAWG_05757	CD36_73940	CTRG1_04975	CTRG_04975	CPAR2_703530	CMET_1602	CORT1G03710	CORT0G03710	LELG_05152	DEHA2C03388g	PICST_36800	CANTEDRAFT_98330	SPAPADRAFT_63579	PGUG_05817	CLUG_04020	B9J08_002703	---
orf19.7139	CAWG_05758	CD36_73950	CTRG1_04974	CTRG_04974	CPAR2_703520	CMET_1622	CORT1G03700	CORT0G03700	LELG_05151	DEHA2C03366g	PICST_33059	CANTEDRAFT_133595	SPAPADRAFT_63578	PGUG_05818	CLUG_04021	B9J08_002704	YGR129W
orf19.7136	CAWG_05759	CD36_73960	CTRG1_04973	CTRG_04973	CPAR2_703510	CMET_1623	CORT1G03690	CORT0G03690	LELG_05148	DEHA2C03344g	PICST_84971	---	SPAPADRAFT_158196	PGUG_05819	CLUG_05931	B9J08_001557	YGR116W
orf19.7131	CAWG_05760	CD36_73970	CTRG1_04972	CTRG_04972	CPAR2_703500	CMET_1624	CORT1G03680	CORT0G03680	LELG_05147	DEHA2C03322g	PICST_33061	CANTEDRAFT_113026	SPAPADRAFT_57449	PGUG_05820	CLUG_05930	B9J08_001558	YHL021C
orf19.7130	CAWG_05761	CD36_73980	CTRG1_04971	CTRG_04971	CPAR2_703490	---	---	---	LELG_05146	---	---	---	---	---	---	---	---
orf19.7128	CAWG_05762	CD36_73990	---	---	CPAR2_504200	CMET_733	CORT1D07655	CORT0D07655	LELG_02272	DEHA2C17556g	PICST_42830	CANTEDRAFT_115011	SPAPADRAFT_144524	PGUG_03915	CLUG_04852	B9J08_001513	YJL004C
orf19.7127.1	CAWG_05763	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.419	CAWG_00856	CD36_05170	CTRG1_04546	CTRG_04546	CPAR2_107690	CMET_5460	CORT1B08880	CORT0B08880	LELG_01739	DEHA2A02376g	PICST_28394	---	SPAPADRAFT_58574	PGUG_01586	CLUG_02207	B9J08_004515	---
orf19.7127	CAWG_05764	CD36_72860	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7545	CAWG_02345	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7544	CAWG_01364	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7539.1	CAWG_01365	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7539	CAWG_01366	CD36_25070	CTRG1_01051	CTRG_01051	CPAR2_800440	CMET_274	CORT1A00530	CORT0A00530	LELG_00036	DEHA2D18370g	psti_CGOB_00060	CANTEDRAFT_116163	SPAPADRAFT_60016	PGUG_05222	CLUG_02646	B9J08_002613	---
orf19.7538	CAWG_01367	CD36_25080	CTRG1_02798	CTRG_02798	CPAR2_800580	CMET_261	CORT1A00660	CORT0A00660	LELG_00049	DEHA2E18458g	psti_CGOB_00106	CANTEDRAFT_125809	spas_CGOB_00043	PGUG_01246	CLUG_03991	B9J08_002675	YHR031C
orf19.7537	CAWG_01368	CD36_25090	CTRG1_01075	CTRG_01075	CPAR2_800590	CMET_260	CORT1A00670	CORT0A00670	LELG_00051	DEHA2E18436g	PICST_85469	CANTEDRAFT_109601	SPAPADRAFT_149718	PGUG_01247	CLUG_03992	B9J08_002676	---
orf19.7534	CAWG_01369	CD36_25100	---	---	CPAR2_800600	CMET_259	CORT1A00680	CORT0A00680	LELG_00053	DEHA2E18414g	PICST_80013	CANTEDRAFT_99240	SPAPADRAFT_49629	PGUG_01248	CLUG_03993	B9J08_002677	---
orf19.7531	CAWG_01370	CD36_25110	---	---	CPAR2_800610	CMET_258	CORT1A00690	CORT0A00690	LELG_00054	DEHA2D18898g	psti_CGOB_00105	---	---	PGUG_01249	CLUG_03994	B9J08_002678	YMR090W
orf19.7529	CAWG_01371	CD36_25120	CTRG1_01074	CTRG_01074	CPAR2_800620	CMET_257	CORT1A00700	CORT0A00700	LELG_00045	DEHA2E18392g	PICST_64630	CANTEDRAFT_136121	SPAPADRAFT_60034	PGUG_01251	CLUG_03995	B9J08_002679	YFL024C
orf19.420	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7527	CAWG_01372	CD36_25130	CTRG1_01072	CTRG_01072	CPAR2_800100	CMET_313	CORT1A00220	CORT0A00220	LELG_00003	DEHA2E18370g	PICST_68415	CANTEDRAFT_107256	SPAPADRAFT_149728	PGUG_01252	CLUG_03996	B9J08_002680	---
orf19.7523	CAWG_01373	CD36_25140	CTRG1_01071	CTRG_01071	CPAR2_800090	CMET_314	CORT1A00210	CORT0A00210	LELG_00002	DEHA2E18348g	PICST_18249	CANTEDRAFT_109071	SPAPADRAFT_60035	PGUG_01253	CLUG_03997	B9J08_002682	YHR030C
orf19.7522	CAWG_01374	CD36_25150	CTRG1_01070	CTRG_01070	---	---	---	---	---	DEHA2E18326g	PICST_50446	---	SPAPADRAFT_60036	PGUG_01254	CLUG_03999	B9J08_002683	---
orf19.7521	CAWG_01375	CD36_25160	CTRG1_01069	CTRG_01069	CPAR2_800080	CMET_315	CORT1A00190	CORT0A00190	LELG_05754	DEHA2E18304g	psti_CGOB_00104	CANTEDRAFT_136118	SPAPADRAFT_135206	PGUG_01255	CLUG_04000	B9J08_002684	---
orf19.7520	CAWG_01376	CD36_25170	CTRG1_01068	CTRG_01068	CPAR2_800020	CMET_319	CORT1A00130	CORT0A00130	LELG_05753	DEHA2E18282g	PICST_79854	CANTEDRAFT_115652	SPAPADRAFT_60040	PGUG_01256	CLUG_04882	B9J08_001484	YIL160C
orf19.7519	CAWG_01377	CD36_25180	CTRG1_01067	CTRG_01067	CPAR2_800030	CMET_318	CORT1A00140	CORT0A00140	LELG_05752	DEHA2E18260g	PICST_50785	CANTEDRAFT_125790	SPAPADRAFT_60041	PGUG_01257	CLUG_04880	B9J08_001485	---
orf19.7518	---	CD36_25190	CTRG1_01066	CTRG_01066	CPAR2_800040	CMET_317	CORT1A00150	CORT0A00150	LELG_05751	DEHA2F27038g	PICST_64361	CANTEDRAFT_121804	---	PGUG_04489	---	---	---
orf19.7517	---	CD36_25200	CTRG1_01065	CTRG_01065	CPAR2_800050	CMET_316	CORT1A00160	CORT0A00160	LELG_05750	---	PICST_91537	---	SPAPADRAFT_60044	---	---	---	---
orf19.7516	---	CD36_25210	CTRG1_01063	CTRG_01063	CPAR2_800540	CMET_265	CORT1A00620	CORT0A00620	LELG_00056	DEHA2E18546g	PICST_77156	CANTEDRAFT_127985	SPAPADRAFT_133385	PGUG_01241	CLUG_03986	B9J08_002670	---
orf19.7514	CAWG_01381	CD36_25230	CTRG1_01062	CTRG_01062	CPAR2_800530	CMET_266	CORT1A00610	CORT0A00610	LELG_00055	DEHA2E18568g	PICST_71471	CANTEDRAFT_111241	SPAPADRAFT_60027	PGUG_01239	CLUG_03985	B9J08_002669	YKR097W
orf19.418	CAWG_00855	CD36_05180	CTRG1_04547	CTRG_04547	CPAR2_107680	CMET_5459	CORT1B08870	CORT0B08870	LELG_01738	DEHA2E07810g	PICST_74320	CANTEDRAFT_119188	SPAPADRAFT_69614	PGUG_05512	CLUG_03364	B9J08_003700	YHR186C
orf19.7513	CAWG_01382	CD36_25250	CTRG1_01061	CTRG_01061	CPAR2_800510	CMET_268	---	---	LELG_00044	DEHA2E18634g	PICST_35590	---	SPAPADRAFT_134963	PGUG_01238	CLUG_03984	B9J08_002668	---
orf19.7512	CAWG_01383	CD36_25260	CTRG1_01060	CTRG_01060	CPAR2_800520	---	---	---	---	DEHA2E18612g	---	CANTEDRAFT_116673	---	---	---	---	---
orf19.7511	CAWG_01384	CD36_25270	CTRG1_01057	CTRG_01057	CPAR2_800490	CMET_269	CORT1A00580	CORT0A00580	LELG_00043	DEHA2E18656g	PICST_30874	CANTEDRAFT_111367	SPAPADRAFT_149697	PGUG_01229	CLUG_03983	B9J08_002667	YJL039C
orf19.7509.2	CAWG_01385	CD36_25280	CTRG1_01056	CTRG_01056	CPAR2_800480	CMET_270	CORT1A00570	CORT0A00570	LELG_00042	DEHA2D18282g	psti_CGOB_00195	CANTEDRAFT_116192	SPAPADRAFT_60025	cgui_CGOB_00018	clus_CGOB_00044	B9J08_002609	YDR378C
orf19.7509.1	CAWG_01386	CD36_25290	CTRG1_01055	CTRG_01055	CPAR2_800470	CMET_271	CORT1A00560	CORT0A00560	LELG_00041	DEHA2D18304g	PICST_30875	CANTEDRAFT_116168	SPAPADRAFT_60022	cgui_CGOB_00034	CLUG_02642	B9J08_002610	YDR377W
orf19.7510	CAWG_01387	CD36_25300	CTRG1_01054	CTRG_01054	CPAR2_800460	CMET_272	CORT1A00550	CORT0A00550	LELG_00038	DEHA2D18326g	PICST_65458	CANTEDRAFT_127079	SPAPADRAFT_149692	PGUG_05224	CLUG_02643	B9J08_002611	YLR096W
orf19.7507	CAWG_01388	CD36_25310	CTRG1_01053	CTRG_01053	---	---	---	---	---	---	PICST_30877	---	---	---	CLUG_02644	---	---
orf19.7506	CAWG_01389	CD36_25320	---	---	CPAR2_800450	CMET_273	CORT1A00540	CORT0A00540	LELG_00037	DEHA2D18348g	---	CANTEDRAFT_116164	---	---	CLUG_02645	B9J08_002612	YLR095C
orf19.7504	CAWG_01390	CD36_25330	CTRG1_01050	CTRG_01050	---	---	---	---	---	DEHA2C11858g	PICST_67359	---	SPAPADRAFT_60014	PGUG_01141	---	---	YGR161C
orf19.7503	CAWG_01391	CD36_25340	CTRG1_01049	CTRG_01049	CPAR2_800420	CMET_276	CORT1A00500	CORT0A00500	LELG_05778	DEHA2C11836g	PICST_43807	CANTEDRAFT_122093	SPAPADRAFT_60013	PGUG_01142	CLUG_02351	B9J08_004841	YLR308W
orf19.417	CAWG_00854	CD36_05190	CTRG1_04548	CTRG_04548	CPAR2_107670	CMET_5458	CORT1B08860	CORT0B08860	LELG_01737	DEHA2E07832g	PICST_66382	CANTEDRAFT_119187	SPAPADRAFT_58576	PGUG_05511	CLUG_03363	B9J08_003699	YGR257C
orf19.7502	CAWG_01392	CD36_25350	CTRG1_01048	CTRG_01048	CPAR2_800410	CMET_277	CORT1A00490	CORT0A00490	LELG_05777	DEHA2C11814g	PICST_30883	CANTEDRAFT_114085	SPAPADRAFT_60011	PGUG_01143	---	B9J08_000030	---
orf19.7501	CAWG_01393	CD36_25370	CTRG1_01047	CTRG_01047	CPAR2_800400	CMET_282	CORT1A00480	CORT0A00480	LELG_00030	DEHA2C11792g	PICST_35594	cten_CGOB_00071	SPAPADRAFT_60008	PGUG_01144	CLUG_01237	B9J08_000031	YKR048C
orf19.7500	CAWG_01394	CD36_25450	CTRG1_01043	CTRG_01043	CPAR2_800390	CMET_283	CORT1A00470	CORT0A00470	LELG_00029	DEHA2C11770g	PICST_30885	CANTEDRAFT_104954	SPAPADRAFT_135207	PGUG_01145	CLUG_01238	B9J08_000032	YPL147W
orf19.7499.1	wo-1_CGOB_00007	cdub_CGOB_00021	CTRG1_CGOB_00053	ctro_CGOB_00053	CPAR2_800380	---	CORT1A00460	CORT0A00460	lelo_CGOB_00027	dhan_CGOB_00010	psti_CGOB_00127	CANTEDRAFT_114079	SPAPADRAFT_60005	cgui_CGOB_00055	clus_CGOB_00063	---	---
orf19.7499	CAWG_01395	CD36_25480	CTRG1_01044	CTRG_01044	CPAR2_800370	CMET_284	CORT1A00450	CORT0A00450	LELG_00028	DEHA2C11704g	PICST_86133	CANTEDRAFT_114557	SPAPADRAFT_149667	PGUG_01146	CLUG_02692	B9J08_005319	YLR328W
orf19.7498	CAWG_01396	CD36_25490	CTRG1_01045	CTRG_01045	CPAR2_800360	CMET_285	CORT1A00440	CORT0A00440	LELG_00027	DEHA2C11660g	PICST_68659	CANTEDRAFT_94029	SPAPADRAFT_134446	PGUG_01147	CLUG_05286	B9J08_004781	YGL009C
orf19.7497	CAWG_01398	CD36_25510	CTRG1_01046	CTRG_01046	CPAR2_800320	CMET_288	CORT1A00430	CORT0A00430	LELG_00025	DEHA2C11638g	PICST_51711	CANTEDRAFT_106606	SPAPADRAFT_60000	PGUG_05868	CLUG_05287	B9J08_004782	YGR003W
orf19.7495	CAWG_01399	CD36_25520	CTRG1_01034	CTRG_01034	CPAR2_800290	CMET_291	CORT1A00400	CORT0A00400	LELG_00019	---	PICST_52325	---	SPAPADRAFT_135055	---	---	---	---
orf19.7494	CAWG_01400	CD36_25530	CTRG1_01035	CTRG_01035	CPAR2_800300	CMET_290	CORT1A00410	CORT0A00410	LELG_00022	DEHA2C11594g	PICST_66553	CANTEDRAFT_123287	SPAPADRAFT_65695	PGUG_05871	CLUG_01040	B9J08_000922	---
orf19.7492	CAWG_01401	CD36_25540	CTRG1_01033	CTRG_01033	CPAR2_800310	CMET_289	CORT1A00420	CORT0A00420	LELG_00024	DEHA2C11616g	PICST_34478	CANTEDRAFT_130760	SPAPADRAFT_149659	PGUG_05870	CLUG_01039	B9J08_000923	YGR002C
orf19.416	CAWG_00853	CD36_05200	CTRG1_04549	CTRG_04549	CPAR2_107660	CMET_5457	CORT1B08850	CORT0B08850	LELG_01736	DEHA2E07854g	PICST_12325	cten_CGOB_00159	SPAPADRAFT_48352	PGUG_05510	CLUG_03361	B9J08_003698	---
orf19.7491	CAWG_01402	CD36_25550	CTRG1_01032	CTRG_01032	CPAR2_800430	CMET_275	CORT1A00510	CORT0A00510	LELG_05779	DEHA2C11880g	PICST_30880	cten_CGOB_00194	SPAPADRAFT_149683	PGUG_01140	CLUG_01099	B9J08_000852	YLL002W
orf19.7490	CAWG_01403	CD36_25560	CTRG1_01036	CTRG_01036	CPAR2_800280	CMET_292	CORT1A00390	CORT0A00390	LELG_00018	DEHA2C17072g	PICST_28819	CANTEDRAFT_96825	SPAPADRAFT_59997	PGUG_03886	CLUG_04310	B9J08_000746	YOL137W
orf19.7489.3	CAWG_01404	CD36_25570	CTRG1_01031	CTRG_01031	CPAR2_800270	CMET_293	CORT1A00380	CORT0A00380	lelo_CGOB_00132	DEHA2C17050g	PICST_51204	CANTEDRAFT_112583	SPAPADRAFT_59998	PGUG_03885	CLUG_04311	B9J08_000747	YGL220W
orf19.7489	CAWG_01405	CD36_25580	CTRG1_01027	CTRG_01027	CPAR2_800260	CMET_294	CORT1A00370	CORT0A00370	LELG_00017	DEHA2C17028g	PICST_74324	CANTEDRAFT_101803	SPAPADRAFT_54685	PGUG_03884	CLUG_04312	B9J08_000748	YDL240W
orf19.7488	CAWG_01406	CD36_25590	CTRG1_01026	CTRG_01026	CPAR2_803700	CMET_4684	CORT1A03720	CORT0A03720	LELG_00471	DEHA2B02728g	PICST_37810	CANTEDRAFT_109914	SPAPADRAFT_59993	PGUG_02565	CLUG_04346	B9J08_000699	YHR148W
orf19.7487	CAWG_01407	CD36_81150	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.7486	CAWG_01408	CD36_25600	CTRG1_01024	CTRG_01024	CPAR2_803710	CMET_4685	CORT1A03730	CORT0A03730	LELG_00470	DEHA2B02706g	PICST_52146	CANTEDRAFT_116808	SPAPADRAFT_134512	PGUG_02564	CLUG_04347	B9J08_000698	YHR147C
orf19.7485	CAWG_01409	CD36_25610	CTRG1_01025	CTRG_01025	CPAR2_803720	CMET_4686	CORT1A03740	CORT0A03740	LELG_00469	DEHA2B02684g	PICST_34483	CANTEDRAFT_116809	SPAPADRAFT_59991	PGUG_02563	CLUG_04349	B9J08_000697	YGR220C
orf19.7484	CAWG_01410	CD36_25620	CTRG1_02104	CTRG_02104	CPAR2_500190	CMET_4020	CORT1B00290	CORT0B00290	LELG_05695	DEHA2B15862g	PICST_49451	CANTEDRAFT_114794	SPAPADRAFT_59027	PGUG_02305	CLUG_05228	B9J08_002994	YAR015W
orf19.7483	CAWG_01411	CD36_25630	CTRG1_01023	CTRG_01023	CPAR2_803730	CMET_4687	CORT1A03750	CORT0A03750	LELG_00468	DEHA2B02574g	PICST_86741	CANTEDRAFT_128311	SPAPADRAFT_49597	PGUG_02541	CLUG_04355	B9J08_000693	YGR218W
